字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		修是修好了……	0	dlc30蓝图岛对话
page1.2	T卡洛提斯		……真巧啊，我也刚把其他地方的问题排查完。	0	dlc30蓝图岛对话
page1.3	T卡洛提斯		修好了就行，可喜可贺。	0	dlc30蓝图岛对话
page1.4			卡洛提斯似乎在排查问题的过程中燃尽了，语气中明显带着九分甚至十分的疲惫。	0	dlc30蓝图岛对话
page1.5	T安卡希雅		可喜可贺~	0	dlc30蓝图岛对话
page1.6			与卡洛提斯不同，安卡希雅倒是挂着自豪的微笑。	0	dlc30蓝图岛对话
page1.7	H主角		但是，安卡希雅，真的没问题吗？	0	dlc30蓝图岛对话
choice01			我看到水在往天上流。	0	dlc30蓝图岛对话
choice02			我看到短路电路超级加倍。	0	dlc30蓝图岛对话
page2.1	T安卡希雅		没关系，没问题。	0	dlc30蓝图岛对话
page2.2	H主角		哪里没问题了喂！就算让三岁小孩来看也有问题吧！	0	dlc30蓝图岛对话
page2.3	T安卡希雅		分析员只管把它们接通，运转的事，交给安卡希雅。	0	dlc30蓝图岛对话
