字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T尖尖耳		英明神武的分析员平息了一场风波，蓝图岛重归宁静祥和——	0	dlc30蓝图岛对话
page1.2	H主角		我说，安卡希雅，丰富体验也不能就这么地暴力加入战斗……	0	dlc30蓝图岛对话
page1.3	T安卡希雅		添加额外程序的做法有点太耗时了，想早些呈现给分析员没想到还是搞砸了。	0	dlc30蓝图岛对话
page1.4	H主角		至少得加一段剧情，完善一下流程体验吧？	0	dlc30蓝图岛对话
page1.5	H主角		比如一些游手好闲的家伙强占了蓝图岛用来开发的土地……	0	dlc30蓝图岛对话
page1.6	H主角		通过一些展现实力的手段，让这些闹事的家伙离开那片土地，给这群人安排一些正经营生，恢复蓝图岛的宁静祥和。	0	dlc30蓝图岛对话
page1.7	T安卡希雅		剧本交给你了，分析员，看好你哦。	0	dlc30蓝图岛对话
page1.8	H主角		安卡希雅！	0	dlc30蓝图岛对话
page1.9	T安卡希雅		嗯……	0	dlc30蓝图岛对话
page1.10	H主角		怎么了？突然这么安静，在想什么？	0	dlc30蓝图岛对话
page1.11	T安卡希雅		在想分析员。	0	dlc30蓝图岛对话
page1.12	T安卡希雅		无论我怎么天马行空地胡闹，分析员都会耐心地陪在我身边。	0	dlc30蓝图岛对话
page1.13	T安卡希雅		能在有分析员的时代醒过来，真是太好了。	0	dlc30蓝图岛对话
page1.14	H主角		因为和你在一起真的很有趣……好啦，蓝图岛还等着我们去建设呢，走喽！	0	dlc30蓝图岛对话
