字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		陷入莫比乌斯之环了呢，修改密码需要登录密码，而密码丢失想登录又需要修改密码。	0	dlc30蓝图岛对话
page1.2	T安卡希雅		只好用“那个东西”了。	0	dlc30蓝图岛对话
page1.3			安卡希雅拿出一个散发出诡异红光的手柄状物体。	0	dlc30蓝图岛对话
page1.4	T安卡希雅		“敌人控制器温和版”，上，下，左，右，前，前，后，后……	0	dlc30蓝图岛对话
page1.5	控制器AI		已授予安卡希雅全部操作权限。	0	dlc30蓝图岛对话
page1.6			站在轻风广场上的乌尔贡眼睛亮起蓝光，向我们走来！	0	dlc30蓝图岛对话
page1.7	T尖尖耳		成功了！	0	dlc30蓝图岛对话
page1.8	T安卡希雅		修改密码为……	0	dlc30蓝图岛对话
page1.9			安卡希雅熟练地报出了一长串打乱的字符，显然是她经常使用的密码。	0	dlc30蓝图岛对话
page1.10	控制器AI		操作错误……新密码不能和原密码一致。	0	dlc30蓝图岛对话
page1.11	T安卡希雅		呃……	0	dlc30蓝图岛对话
page1.12	H主角		真巧啊，安卡希雅，你要改的新密码和原来的密码一样呢。	0	dlc30蓝图岛对话
page1.13	T安卡希雅		是啊，怎么会有这么巧的事呢。	0	dlc30蓝图岛对话
page1.14			我心知肚明，装作没放在心上的样子，糊弄过去，刻意偷瞄着安卡希雅。	0	dlc30蓝图岛对话
page1.15			我看到安卡希雅向我瞟了一眼，目光中透露着几分躁动的心虚。	0	dlc30蓝图岛对话
