字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		尖尖耳，我们把罪魁祸首带回来了。	0	dlc30蓝图岛对话
page1.2	T卡比		救命啊！救救卡比！	0	dlc30蓝图岛对话
page1.3	T安卡希雅		不救。	0	dlc30蓝图岛对话
page1.4	T卡比		救命啊！	0	dlc30蓝图岛对话
page1.5	H主角		不救。	0	dlc30蓝图岛对话
page1.6	T安卡希雅		话说求救对象是不是搞错了。	0	dlc30蓝图岛对话
page1.7	H主角		你在惊吓那些“员工”的时候，有没有想过会有今天？	0	dlc30蓝图岛对话
page1.8	T尖尖耳		没错！恶有恶报！你必须要付出代价！	0	dlc30蓝图岛对话
page1.9	T卡比		呜呜呜我错啦，放过我吧……	0	dlc30蓝图岛对话
page1.10	T尖尖耳		从今天起，你每天要工作6个小时！	0	dlc30蓝图岛对话
page1.11	T尖尖耳		就去零食工坊工作吧！你工作的时间要比正常员工的工作时间多出一倍！	0	dlc30蓝图岛对话
page1.12	T卡比		好、好，我都答应你，最重要的一点，管饭吗？	0	dlc30蓝图岛对话
page1.13	T尖尖耳		除了三餐外，零食工坊的供给只会给予巧克力和冰棍！每四天才能调整一次员工待遇！	0	dlc30蓝图岛对话
page1.14	T卡比		呜我不吃那些……我要吃沙子，石头和紫色宝石也可以。	0	dlc30蓝图岛对话
page1.15	H主角		好奇怪的习性。	0	dlc30蓝图岛对话
page1.16	T卡比		我是硅基生命谢谢，不然我为什么要把沙滩上的游客吓跑。不吃东西我会贫血昏迷休克不省人事的。我打小就自卑，又不想被别人评头论足……	0	dlc30蓝图岛对话
page1.17	T安卡希雅		好吧。卡比……	0	dlc30蓝图岛对话
page1.18	T卡比		我从小没有什么远大的志向，我就只是想吃饱饭，也没有人相信我……	0	dlc30蓝图岛对话
page1.19	T卡比		我吃的又多，不然早就去岛上找工作了……	0	dlc30蓝图岛对话
page1.20	T卡比		吃饱了我就去岛上找个地方睡觉，绝对不会给你们添乱的……	0	dlc30蓝图岛对话
page1.21	H主角		好吧，我允许你一天去沙滩上吃六顿。不过，不会向你供给其他物品了。	0	dlc30蓝图岛对话
page1.22	T卡比		能吃饱饭我已经很满足了。不过，那个零食……	0	dlc30蓝图岛对话
page1.23	T安卡希雅		可以先给你安排少量。	0	dlc30蓝图岛对话
page1.24	T卡比		那假期……	0	dlc30蓝图岛对话
page1.25	H主角		看你表现，先安排三天年假吧。	0	dlc30蓝图岛对话
page1.26	T卡比		嘿嘿，那你放在桌子上的紫色水晶——	0	dlc30蓝图岛对话
page1.27	H主角		得寸进尺啦？！那个绝对不行！	0	dlc30蓝图岛对话
