字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	T夏克威弗		如果才华是种罪，我早该无期宣判！可判决书上写着，“抱歉我们不招人类”！	0	dlc30蓝图岛对话
page1.2	H主角		请问……	0	dlc30蓝图岛对话
page1.3			正在嗨歌的夏克威弗睁开了紧闭的……单眼，从我和安卡希雅的身上扫过之后，又重新把眼睛眯上。	0	dlc30蓝图岛对话
page1.4	T安卡希雅		摆谱并不会让你更有魅力，大歌唱家。	0	dlc30蓝图岛对话
page1.5	T夏克威弗		究竟是批评还是褒奖，还是对我的先抑后扬？	0	dlc30蓝图岛对话
page1.6	T夏克威弗		如你所见正义已经迟到，我比你们先一步阻止了纷扰。	0	dlc30蓝图岛对话
page1.7	H主角		可不可以不要说谜语……	0	dlc30蓝图岛对话
page1.8	T夏克威弗		游荡的恶鬼丑陋又喧闹，我手刃它立下功劳。	0	dlc30蓝图岛对话
page1.9	T夏克威弗		为了蓝图岛的天朗气清，我在此宣告，我就是向亵渎音乐的恶鬼，射出审判的子弹的王！	0	dlc30蓝图岛对话
page1.10	H主角		我听懂了。听起来像是眼前这位高人替我们收拾了一个麻烦。	0	dlc30蓝图岛对话
page1.11	T夏克威弗		确实如此，出于职业原因，我厌恶专业素养低劣还四处撒泼的同行。	0	dlc30蓝图岛对话
page1.12	T安卡希雅		所以真有恶鬼在这飘荡？	0	dlc30蓝图岛对话
page1.13	T夏克威弗		没错，无敌的我立刻禁止了它的行为。它狰狞地边吼边叫！	0	dlc30蓝图岛对话
page1.14	H主角		请问你究竟是怎么做到？	0	dlc30蓝图岛对话
page1.15	T夏克威弗		抡起电吉他当作狼牙棒！	0	dlc30蓝图岛对话
page1.16			夏克威弗自说自话地兴奋起来。	0	dlc30蓝图岛对话
page1.17			……在原地为我和安卡希雅表演了一通武术体操。	0	dlc30蓝图岛对话
page1.18	T安卡希雅		没想到夏克威弗还有这种力量，难怪尖尖耳如此崇拜它。	0	dlc30蓝图岛对话
page1.19	H主角		既然联络上了夏克威弗，我们为尖尖耳安排一场粉丝见面会吧。	0	dlc30蓝图岛对话
