Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	正常	sequence	girl001_01_house_dialogue_stand01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_stand01.girl001_01_house_dialogue_stand01'	
2	严肃	sequence	girl001_01_house_dialogue_serious01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_serious01.girl001_01_house_dialogue_serious01'	
3	疑问	sequence	girl001_01_house_dialogue_doubt01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_doubt01.girl001_01_house_dialogue_doubt01'	
4	开心	sequence	girl001_01_house_dialogue_happy01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_happy01.girl001_01_house_dialogue_happy01'	
5	微笑	sequence	girl001_01_house_dialogue_smile01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_smile01.girl001_01_house_dialogue_smile01'	
6	委屈	sequence	girl001_01_house_dialogue_complain01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_complain01.girl001_01_house_dialogue_complain01'	
7	生气	sequence	girl001_01_house_dialogue_angry01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_angry01.girl001_01_house_dialogue_angry01'	
8	闭眼	sequence	girl001_01_house_dialogue_rest_idle01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_rest_idle01.girl001_01_house_dialogue_rest_idle01'	
9	惊讶（动作套）	sequence	girl001_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_amaze.girl001_01_house_dialogue_amaze'	
					
					
100	说话	sequence	girl001_01_house_dialogue_talk01	AnimSequence'/Game/Characters/Girl/girl001_01/AnimPart00/girl001_01_house_dialogue_talk01.girl001_01_house_dialogue_talk01'	
