Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	正常	sequence	girl023_01_house_stand	AnimSequence'/Game/Characters/Girl/girl023_01/AnimPart00/girl023_01_house_stand.girl023_01_house_stand'	
2	微笑	sequence	girl023_01_house_dialogue_smile01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_smile01.girl023_01_house_dialogue_smile01'	
3	严肃	sequence	girl023_01_house_dialogue_serious01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_serious01.girl023_01_house_dialogue_serious01'	
4	开心	sequence	girl023_01_house_dialogue_happy01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_happy01.girl023_01_house_dialogue_happy01'	
5	打招呼	sequence	girl023_01_house_dialogue_greet	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_greet.girl023_01_house_dialogue_greet'	
6	疑问	sequence	girl023_01_house_dialogue_doubt01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_doubt01.girl023_01_house_dialogue_doubt01'	
7	委屈	sequence	girl023_01_house_dialogue_complain01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_complain01.girl023_01_house_dialogue_complain01'	
8	生气	sequence	girl023_01_house_dialogue_angry01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_angry01.girl023_01_house_dialogue_angry01'	
9	惊讶	sequence	girl023_01_house_dialogue_amaze	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_amaze.girl023_01_house_dialogue_amaze'	
10	满足	sequence	girl023_01_house_dialogue_satisfy01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_satisfy01.girl023_01_house_dialogue_satisfy01'	
11	撒娇	sequence	girl023_01_house_dialogue_satisfy02	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_satisfy02.girl023_01_house_dialogue_satisfy02'	
12	混乱	sequence	girl023_01_house_dialogue_confuse	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_confuse.girl023_01_house_dialogue_confuse'	
13	生气	sequence	girl023_01_house_dialogue_depressed01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_depressed01.girl023_01_house_dialogue_depressed01'	
14	害羞	sequence	girl023_01_house_dialogue_shy	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_shy.girl023_01_house_dialogue_shy'	
15	闭眼	sequence	girl023_01_house_dialogue_rest_idle01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_rest_idle01.girl023_01_house_dialogue_rest_idle01'	
16	赌气	sequence	girl023_01_house_dialogue_unique01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_unique01.girl023_01_house_dialogue_unique01'	
					
					
					
100	说话	sequence	girl023_01_house_dialogue_talk01	AnimSequence'/Game/Characters/CommonFace/girl023_com01/house/girl023_01_house_dialogue_talk01.girl023_01_house_dialogue_talk01'	
