Id,不能变	说明	动画类型	动画名	路径	注释
Id	Explain	Type	Name	Path	Nul
1	正常	sequence	girl010_01_house_dialogue_stand01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_stand01.girl010_01_house_dialogue_stand01'	
2	微笑	sequence	girl010_01_house_dialogue_smile01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_smile01.girl010_01_house_dialogue_smile01'	
3	开心	sequence	girl010_01_house_dialogue_happy01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_happy01.girl010_01_house_dialogue_happy01'	
4	疑问	sequence	girl010_01_house_dialogue_doubt01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_doubt01.girl010_01_house_dialogue_doubt01'	
5	严肃	sequence	girl010_01_house_dialogue_serious01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_serious01.girl010_01_house_dialogue_serious01'	
6	生气	sequence	girl010_01_house_dialogue_angry01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_angry01.girl010_01_house_dialogue_angry01'	
7	委屈	sequence	girl010_01_house_dialogue_complain01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_complain01.girl010_01_house_dialogue_complain01'	
8	闭眼睡觉	sequence	girl010_01_house_dialogue_rest_idle01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_rest_idle01.girl010_01_house_dialogue_rest_idle01'	
9	消极-打呵欠（动作套）	sequence	girl010_01_house_dialogue_depressed02	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_depressed02.girl010_01_house_dialogue_depressed02'	
10	惊讶（动作套）	sequence	girl010_01_house_dialogue_amaze	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_amaze.girl010_01_house_dialogue_amaze'	
					
					
100	说话	sequence	girl010_01_house_dialogue_talk01	AnimSequence'/Game/Characters/Girl/girl010_01/AnimPart00/girl010_01_house_dialogue_talk01.girl010_01_house_dialogue_talk01'	
