字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H瑟瑞斯		分析员~听说了吗，菲洛索亚地区似乎有重新举办运动会的打算。		3.0版本随机事件
page1.2	H主角		运动会？我还以为泰坦降临后，这个词不会出现在人们的视野里了。		3.0版本随机事件
page1.3	H主角		从现在开始筹备的话……差不多还得两三年的时间吧？		3.0版本随机事件
page1.4	H瑟瑞斯		嗯！等运动会重新举办，分析员陪我一起去看看怎么样？		3.0版本随机事件
page1.5	H主角		那瑟瑞斯想看什么项目呢？		3.0版本随机事件
page1.6	H瑟瑞斯		嘿嘿，其实都不太感兴趣呢。		3.0版本随机事件
page1.7	H瑟瑞斯		只是听说比赛期间，菲洛索亚当地人会出售一种“火炬”冰淇淋。		3.0版本随机事件
page1.8	H瑟瑞斯		外层是香甜的巧克力，内里是绵密的奶油，想想都觉得很美味呢！		3.0版本随机事件
page1.9	H瑟瑞斯		到时候我一口，分析员一口。		3.0版本随机事件
page1.10	H主角		这算“火炬传递”吗？听上去还怪有仪式感的。		3.0版本随机事件
page1.11	H瑟瑞斯		期待期待，希望运动会早点筹备完成~		3.0版本随机事件
