字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			走进苔丝房间时，她正在翻看着在菲洛索亚拍下的照片。		3.0版本随机事件
page1.2	H主角		没想到苔丝居然拍摄了这么多剧场的照片？		3.0版本随机事件
page1.3	H苔丝		因为我有个小小的新发现哦~		3.0版本随机事件
page1.4	H苔丝		千年前修建的菲洛索亚的古剧场，在设计思路上居然和魔术舞台有相似之处。		3.0版本随机事件
page1.5	H苔丝		古戏剧里的“众神现身”，就是通过吊臂起重机和屋顶机关完成的。		3.0版本随机事件
page1.6	H苔丝		要是能在这样的场地表演魔术，应该是很有意思的事情~		3.0版本随机事件
page1.7	H主角		菲洛索亚的古剧场虽然看着古朴，实际却可以容纳两万人哦。		3.0版本随机事件
page1.8	H主角		表演魔术的话，苔丝可不能因为人多而怯场。		3.0版本随机事件
page1.9	H苔丝		这，这么多人吗？		3.0版本随机事件
page1.10	H苔丝		算了算了，我一定会紧张出错，然后把演出搞砸的。		3.0版本随机事件
page1.11	H苔丝		而且……我也只是想表演给亲爱的一个人看而已。		3.0版本随机事件
