字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芬妮		达令~		3.0版本随机事件
page1.2	H芬妮		如果你今天不忙的话~陪我在房间里看看电影怎么样？		3.0版本随机事件
page1.3	H主角		芬妮想好看哪部电影了吗？		3.0版本随机事件
page1.4	H芬妮		当然~连爆米花都准备好了呢。		3.0版本随机事件
page1.5			刚回到房间，芬妮便拿起终端，飞快地操作起来。		3.0版本随机事件
page1.6	H芬妮		唔……该影片为会员尊享，是否开通会员？		3.0版本随机事件
page1.7	H芬妮		好吧，一个会员也不是很贵。		3.0版本随机事件
page1.8			在芬妮开通完会员后，房间的墙上还是一片空白，没能出现任何影像。		3.0版本随机事件
page1.9	H主角		嗯？		3.0版本随机事件
page1.10	H芬妮		投屏功能为超级会员尊享，是否开通超级会员？		3.0版本随机事件
page1.11	H主角		芬妮，要不我们……		3.0版本随机事件
page1.12	H芬妮		没关系！我已经开通了！难得亲爱的有空，今天一定得看上才行。		3.0版本随机事件
page1.13			终于，房间的墙上出现了影像画面……		3.0版本随机事件
page1.14	H主角		呃……长达10分钟的广告？		3.0版本随机事件
page1.15	H芬妮		跳过广告功能为超级大会员尊享，是否开通……		3.0版本随机事件
page1.16	H芬妮		啊啊！气死我了！		3.0版本随机事件
page1.17	H芬妮		亲爱的，我们现在就去收购藤原娱乐吧！立刻！马上！		3.0版本随机事件
