字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		奈莉德好像很喜欢海洋生物嘛？		3.0版本随机事件
page1.2	H奈莉德		是啊，这可是我的专业方向，专门研究这些生活在深海中的家伙。		3.0版本随机事件
page1.3	H奈莉德		在那么极端的环境里，竟然能孕育出如此多样又美丽的生命。分析员，你不觉得很神奇吗？		3.0版本随机事件
page1.4	H主角		确实很神奇。不过，这就是全部原因吗？		3.0版本随机事件
page1.5	H奈莉德		不完全是，分析员，你知道吗？		3.0版本随机事件
page1.6	H奈莉德		在大家眼中看起来漆黑一片的海底深处，在我的眼中，却散发着不可思议的光芒……		3.0版本随机事件
page1.7	H奈莉德		小时候，每当我感到孤独和痛苦时，只要静静注视着那片光芒，心里就会平静下来。		3.0版本随机事件
page1.8	H主角		奈莉德……		3.0版本随机事件
page1.9	H奈莉德		不过，在遇到你以后，我才发现——		3.0版本随机事件
page1.10	H奈莉德		原来还有另一种光芒，如果不抬起头，就永远看不到。		3.0版本随机事件
page1.11	H奈莉德		和海底那种令人感到平静的光芒不同，这束光让我第一次产生了想要紧紧抓住的冲动。		3.0版本随机事件
page1.12	H奈莉德		所以啊……		3.0版本随机事件
page1.13	H奈莉德		现在的我，已经不需要依靠那片黑暗中那些零零散散的光芒来寻求慰藉了。		3.0版本随机事件
page1.14	H奈莉德		就只是单纯地喜欢这些神奇的生物而已。		3.0版本随机事件
page1.15	H奈莉德		啊，对了分析员，说起来，你有没有觉得长满须齿的鲸鱼是不是特别可爱呢？		3.0版本随机事件
page1.16	H主角		我能理解鲸鱼的可爱之处……不过为什么非要强调须齿那部分就……		3.0版本随机事件
