字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			伊切尔一边用叉子胡乱戳着碗里的蔬菜沙拉，一边发出嫌弃又犹豫的声音。		3.0版本随机事件
page1.2	H伊切尔		不想吃。		3.0版本随机事件
page1.3	H主角		（结果还是放弃了）		3.0版本随机事件
page1.4	H伊切尔		分析员说过，蔬菜都是好伙伴，会帮助我长高变强，对吧？		3.0版本随机事件
page1.5	H主角		是啊，怎么了？		3.0版本随机事件
page1.6	H伊切尔		那它们为什么不把自己长得好吃些呢？味道有苦的有涩的，好奇怪哦！		3.0版本随机事件
page1.7	H主角		这个嘛……		3.0版本随机事件
page1.8	H伊切尔		嗯？这个怎么？		3.0版本随机事件
page1.9	H主角		咳咳，伊切尔，你在爆爆菜园里和蔬菜伙伴们一起并肩作战过对吧？		3.0版本随机事件
page1.10	H伊切尔		嗯嗯！		3.0版本随机事件
page1.11	H主角		其实在长年累月的战斗中，蔬菜们为了避免被侵略者吃掉，特地把自己进化得不好吃了。		3.0版本随机事件
page1.12	H伊切尔		竟然是这样吗？！		3.0版本随机事件
page1.13	H主角		都是为了守护大家，为了把营养留给大家。		3.0版本随机事件
page1.14	H伊切尔		可是不好吃的话，我们也不会吃啊。		3.0版本随机事件
page1.15	H主角		因为……		3.0版本随机事件
page1.16	H伊切尔		因为？		3.0版本随机事件
page1.17	H主角		因为蔬菜伙伴们相信我们，无论变得多么难吃，我们都会接受伙伴们，毕竟唯有变得难吃，才能把营养保护好，留给我们。		3.0版本随机事件
page1.18	H伊切尔		呜呜呜原来是这样！		3.0版本随机事件
page1.19	H主角		伊切尔，蔬菜伙伴们一直相信你，你要对这份信任做出回应才行。		3.0版本随机事件
page1.20	H伊切尔		嗯嗯！我现在就把沙拉吃掉！		3.0版本随机事件
