字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		琴诺？		3.0版本随机事件
page1.2	H琴诺		分、分析员！		3.0版本随机事件
page1.3	H主角		看你待在这里愣神好久了，就过来问问。		3.0版本随机事件
page1.4	H琴诺		刚才莫尔索在跟我讲她新想出来的饮品配方。		3.0版本随机事件
page1.5	H主角		自从基地新开启了暖调闲聚区域，琴诺和莫尔索就对调制饮品很感兴趣呢。		3.0版本随机事件
page1.6	H琴诺		啊！说起这个，之前在新区域的吧台擅自就为分析员调配了一杯混合饮料……		3.0版本随机事件
page1.7	H琴诺		当时有点紧张，忘记提前询问分析员的意见，如果味道不太好的话……		3.0版本随机事件
page1.8	H主角		恰恰相反，我觉得很不错。		3.0版本随机事件
page1.9	H琴诺		欸？！！		3.0版本随机事件
page1.10	H主角		味道新奇，而且各种滋味完美融合，令人回味无穷。		3.0版本随机事件
page1.11	H主角		其中还有一缕清甜香气，连我都品不出来自什么材料。		3.0版本随机事件
page1.12	H主角		真好奇琴诺是怎么调出来的啊，很厉害。		3.0版本随机事件
page1.13	H琴诺		（被、被分析员认可了！）		3.0版本随机事件
page1.14	H琴诺		啊！那个，调制的方法……		3.0版本随机事件
page1.15	H琴诺		对了！第一步是把浆果原液倒进瓶子……		3.0版本随机事件
page1.16	H主角		嗯。		3.0版本随机事件
page1.17	H琴诺		然后用气泡饮料对着瓶子“哗——”地一下。		3.0版本随机事件
page1.18	H主角		呃？		3.0版本随机事件
page1.19	H琴诺		这时候会“砰！砰！”冒出来很多气体，赶紧盖上盖子“刷刷刷刷”。		3.0版本随机事件
page1.20	H琴诺		等“咕噜咕噜”之后，再“嘶嘶”地慢慢打开瓶子，就差不多调制完成了。		3.0版本随机事件
page1.21	H主角		……		3.0版本随机事件
page1.22	H琴诺		……		3.0版本随机事件
page1.23	H琴诺		哎呀！我是不是没说清楚，对不起……我再来给分析员讲一遍吧。		3.0版本随机事件
page1.24	H主角		没事没事，下次还是琴诺直接做给我品尝吧。		3.0版本随机事件
page1.25	H琴诺		嘿嘿，没问题，分析员想喝多少杯都可以！		3.0版本随机事件
