字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			刚回到基地就见到米娅在大厅中绕着小吉踱步，似乎在研究着什么。	0	3.4版本随机事件
page1.2	H主角		米娅这是在做什么？	0	3.4版本随机事件
page1.3	H米娅		我在尝试和人工智能小吉对话。	0	3.4版本随机事件
page1.4	H米娅		看看世界树的人工智能都有什么功能。	0	3.4版本随机事件
page1.5	H主角		小吉的话，一般也就是辅助员工规划日常安排。	0	3.4版本随机事件
page1.6	H主角		对于这些，作为新恒提罗人的米娅应该更熟悉吧。	0	3.4版本随机事件
page1.7	H米娅		人工智能，恒沙吗？	0	3.4版本随机事件
page1.8	H米娅		她倒是会把我们生活中每一点一滴都计算得很准确。	0	3.4版本随机事件
page1.9	H米娅		新恒提罗的大家也都习惯了这种人工智能辅助的生活了。	0	3.4版本随机事件
page1.10	H米娅		在世界树哪里都能看到小吉，感觉和恒沙差不多。	0	3.4版本随机事件
page1.11	H主角		相比恒沙来说，雷吉乌斯确实算力不足，没办法把生活里的一点一滴都计算得那么精细。	0	3.4版本随机事件
page1.12	H主角		但是米娅如果想了解一些世界树公司有关的事项，问问小吉倒是完全准确的。	0	3.4版本随机事件
page1.13	H米娅		了解世界树嘛……我有更好的人选了！	0	3.4版本随机事件
page1.14			话音未落，米娅一个飞扑搂住了我。	0	3.4版本随机事件
page1.15	H米娅		分析员就是我的“世界树专属百科全书”！比小吉厉害多了！	0	3.4版本随机事件
page1.16	H主角		我看你是想让我再带着你逛一逛世界树吧。	0	3.4版本随机事件
page1.17	H米娅		果然什么都瞒不过分析员。	0	3.4版本随机事件
page1.18	H米娅		逛的时候要一直保持这个姿势哦！	0	3.4版本随机事件
page1.19	H主角		好，真拿你没办法呢。	0	3.4版本随机事件
