字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	Q分析员		要不要一起去哪里转转？	0	
page1.2	Q雨燕		嗯，只要是分析员想去的地方，我都可以。	0	
page1.3	Q分析员		有一项还不错的项目，我猜茉莉安之前一定没有体验过。	0	
page1.4	Q雨燕		呵呵，其实不用在意我的。	0	
page1.5	Q雨燕		茉莉安只要能和分析员一起的，就——	0	
page1.6	Q分析员		不要再说那种话了。	0	
page1.7	Q分析员		既然我约了茉莉安一起出来，就不可能让你受到委屈。	0	
page1.8	Q雨燕		分析员……	0	
page1.9	Q分析员		湖心游览，好像是这里的特色项目。	0	
page1.10	Q分析员		很有趣的一点是，我们可以自己划船抵达湖心。	0	
page1.11	Q雨燕		划船？	0	
page1.12			和茉莉安一起出发，并示范了划船的姿势。	0	
page1.13	Q雨燕		唔……好原始的驱动方式……	0	
page1.14	Q雨燕		不过湖面好平静，如果是乘轮渡出行的话，确实看不到这样的景色。	0	
page1.15	Q雨燕		怪不得……	0	
page1.16	Q分析员		什么？	0	
page1.17	Q雨燕		我有点理解，划船的乐趣了。	0	
page1.18	Q雨燕		和分析员一起慢慢地在水面上行进时，目的地已经不重要了。	0	
page1.19	Q雨燕		我现在感受着分析员划船的频率，好像心跳的速度也逐渐向您靠近。	0	
page1.20	Q雨燕		啊，分析员，我也可以试试吗？	0	
page1.21	Q分析员		可以是可以，不过这个很累的，还容易伤到手。	0	
page1.22	Q雨燕		我可是天启者啊。	0	
page1.23	Q雨燕		受伤的话……就能留下的很重要的痕迹了……	0	
page1.24	Q分析员		不可以，我来给你缠上保护带。	0	
page1.25	Q分析员		茉莉安，我不想在你的身上留下伤痕，那样你会很痛。	0	
page1.26	Q分析员		即便是留下痕迹，我也只想在你的心上，留下温暖的痕迹。	0	
