字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	Q狂猎		原来这里还有水族馆。	0	
page0.2	Q分析员		是啊，有好多鱼类，我只在资料里见过。	0	
page0.3	Q狂猎		其实我对水族馆的记忆也很模糊了。	0	
page0.4	Q狂猎		似乎在我很小的时候，也去过水族馆。	0	
page0.5	Q狂猎		那时，水族馆留给我的印象是……一个无趣的玻璃罐子。	0	
page0.6	Q分析员		看来，你不喜欢这里？	0	
page0.7	Q分析员		我们可以换个地方。	0	
page0.8	Q狂猎		不，现在我发现，其实我是喜欢水族馆的。	0	
page0.9	Q狂猎		也许正是因为分析员陪着我一起来，我才能发现我心底真正的感受。	0	
page0.10	Q狂猎		我喜欢这里的蓝色，它让我感到宁静。	0	
page0.11	Q狂猎		我也喜欢在头顶遨游的鱼，它们让我感到自由。	0	
page0.12	Q分析员		总觉得有些……意外。不过收获很大，我又了解了里芙新的一面。	0	
page0.13	Q狂猎		所以，分析员，接下来我们去哪边？	0	
page0.14	Q狂猎		我想看看更多的水生生物。	0	
choice01			带她看鲨鱼	0	
page1.1	Q狂猎		为什么是鲨鱼？	0	
page1.2	Q分析员		深海的霸主吧。凶猛、但充满魅力。	0	
page1.3	Q分析员		和里芙一样，既危险又令人忍不住想要接近……	0	
page1.4	Q狂猎		我……不危险的……	0	
choice02			带她看珊瑚	0	
page2.1	Q狂猎		为什么选择珊瑚？	0	
page2.2	Q分析员		珊瑚就像在漆黑的深海中盛开的瑰丽花朵。	0	
page2.3	Q分析员		你不觉得这和你很像吗？	0	
page2.4	Q狂猎		我倒觉得，更像是分析员。	0	
