字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1			带着芬妮来到一家评分很高的甜品店。	0	
page0.2	Q咎冠		分析员怎么约我来这里？	0	
page0.3	Q分析员		你不是为了保持身材，已经很久没有吃过甜食了吗？	0	
page0.4	Q分析员		感官模拟能令你品尝这家店的甜食，又不用担心发胖。	0	
page0.5	Q咎冠		哈，这也太棒了吧！那我可就不客气啦~	0	
page0.6	Q分析员		先尝一块你最喜欢的草莓蛋糕？	0	
page0.7	Q咎冠		唔……酸酸的草莓，配合蓬松微甜的淡奶油，口感和味道都恰到好处。	0	
page0.8	Q分析员		难得可以不考虑卡路里，要不要其他种类的甜品？	0	
page0.9	Q咎冠		不如分析员来帮我选吧，你猜猜我会喜欢哪种口味？	0	
choice01			香草柚子慕斯	0	
page1.1	Q分析员		微苦的柚子和香草配合的丝滑慕斯，感觉芬妮会喜欢。	0	
page1.2	Q咎冠		嗯！我很喜欢。	0	
page1.3	Q分析员		哎？你这是做什么？	0	
page1.4	Q咎冠		给分析员也尝尝。	0	
page1.5	Q咎冠		还有，从分析员唇上品尝的香草柚子慕斯，我更喜欢！	0	
choice02			奶油橙子蛋糕	0	
page2.1	Q分析员		暖黄的橙子和奶油混合后，颜色和芬妮一样耀眼。	0	
page2.2	Q咎冠		嗯！我很喜欢，啊呜！	0	
page2.3	Q咎冠		哎？	0	
page2.4	Q分析员		怎么了？	0	
page2.5	Q咎冠		蛋糕，掉在身上了。	0	
page2.6	Q分析员		啊，那我帮你擦擦。	0	
page2.7	Q咎冠		……这里……嗯……	0	
page2.8	Q咎冠		还……还没好吗？	0	
