字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	Q分析员		怎么样，玩得还开心吗？	0	
page0.2	Q雨燕		嗯……看见了很多有趣的动物。	0	
page0.3	Q分析员		茉莉安最喜欢哪种动物？	0	
page0.4	Q雨燕		老虎吧。	0	
page0.5	Q分析员		很危险呢。	0	
page0.6	Q雨燕		嗯。它们全身充满力量，又有漂亮的花纹，和我熟知的一个人很像呢。	0	
page0.7	Q分析员		像谁？	0	
page0.8	Q雨燕		分析员您站这边……	0	
page0.9			挪动了一下，站在了老虎的前面。	0	
page0.10	Q雨燕		唔，不怎么像。还是分析员的魅力更大~	0	
page0.11	Q分析员		咳咳……行吧。	0	
page0.12	Q分析员		原本我还担心你不喜欢这里，看来我的担心多余了。	0	
page0.13	Q雨燕		和playername约会……怎么可能不喜欢……	0	
page0.14	Q雨燕		这样和分析员一起手牵手逛动物园，好像两个小朋友一样。	0	
page0.16	Q雨燕		像个小孩子一样满足于这些乐趣。	0	
page0.17	Q雨燕		分析员，我这副样子，看起来很幼稚吧。	0	
choice01			将她搂入怀中，缓缓靠近她的唇	0	
page1.1	Q分析员		不会哦，这样的茉莉安很好……	0	
page1.2	Q雨燕		playername……	0	
page1.3	Q分析员		如果你还是担心的话，那我们做点不幼稚的事吧。	0	
choice02			那我也想和茉莉安一起幼稚下去	0	
page2.1	Q雨燕		分析员……我们一起拍一张照片吧。	0	
page2.2	Q雨燕		我想要永远留下这个瞬间……	0	
