字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	Q分析员		还记得你穿着雨燕第一次实战时的地方吗？	0	
page0.2	Q雨燕		怎么会不记得……那个废旧的摩天轮上，只有分析员看到了真正的我。	0	
page0.3	Q雨燕		分析员，您不会再用那时候的照片当屏保了吧……	0	
page0.4	Q分析员		说起来，屏保是该更新了，不如我们再拍一张更棒的照片。	0	
page0.5	Q分析员		茉莉安小姐，与我一起共乘一次摩天轮吧？	0	
page0.6	Q雨燕		playername先生，我接受你的邀请，荣幸之至。	0	
page0.7			和茉莉安一起坐上了摩天轮。	0	
page0.8	Q雨燕		比我想象中的慢很多。	0	
page0.9	Q分析员		会觉得有点无聊吗？	0	
page0.10	Q雨燕		完全没有！慢慢看着景物的变化，逐渐接近天空的感觉很有趣。	0	
page0.11	Q雨燕		坐在摩天轮里面，和那天的感觉也完全不一样了。	0	
page0.12	Q雨燕		那时我希望有人看见我……	0	
page0.13	Q雨燕		但现在，我只希望面前的人能看见我，这就足够了。	0	
page0.14	Q分析员		我从没挪开过视线。	0	
page0.15	Q雨燕		嗯……谢谢你，分析员。	0	
page0.16	Q雨燕		分析员！快看，快要接近顶点了~	0	
page0.17	Q雨燕		分析员……我曾经看过一篇文章……	0	
page0.18	Q雨燕		和心仪的人一起坐摩天轮，升到最高点时一起许愿的话……	0	
choice01			闭眼和茉莉安一起许愿	0	
page1.1			脸上感受到一阵温热的气息。	0	
page1.2	Q分析员		希望没错过最高点，你也许完愿了吗？	0	
page1.3	Q雨燕		嗯嗯……许完了。	0	
page1.4	Q分析员		所以，升到最高点时一起许愿，会发生什么？	0	
page1.5	Q雨燕		秘密~	0	
choice02			注视着茉莉安的眼睛许愿	0	
page2.1	Q雨燕		我还以为，分析员会闭上眼许愿。	0	
page2.2	Q分析员		我早就说过，我不会移开视线的。	0	
page2.3	Q分析员		所以，升到最高点时一起许愿，会发生什么？	0	
page2.4	Q雨燕		秘密~	0	
