字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1			和茉莉安报名了双人滑翔竞速	0	
choice01			给她套好护具和保险绳	0	
page1.1	Q分析员		大腿根部这里的保险绳一定要扣好。	0	
page1.2	Q雨燕		唔！嗯……	0	
page1.3	Q分析员		帮你扣好了。接下来需要拉上半身这里的两根绳子。就像这样拽紧——	0	
page1.4	Q雨燕		诶？啊啊！哎呀——	0	
page1.5	Q雨燕		呼……只顾着看分析员在操作的手，一不留神差点就跌倒了呢。	0	
page1.6	Q雨燕		还好分析员稳稳接住了我。	0	
page1.7	Q雨燕		嗯……请分析员也帮我检查背后的装备吧。	0	
page1.8	Q雨燕		我就姑且，先保持这样的动作~	0	
choice02			贴在她身后做好准备动作	0	
page2.1	Q分析员		准备好了吗？等下就要开始了。	0	
page2.2	Q雨燕		嗯嗯。分析员贴得……好近呀~	0	
page2.3	Q分析员		现在的动作要求是这样的……会让你不舒服吗？	0	
page2.4	Q雨燕		不会~我能感受到分析员的心跳呢……	0	
page2.5	Q雨燕		比我现在的心跳沉稳很多……很有安全感。	0	
page2.6	Q分析员		是吗？那也让我来感受一下你的。	0	
