字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	Q狂猎		分析员，这个社区里居然有占卜屋。	0	
page0.2	Q分析员		占卜？	0	
page0.3	Q狂猎		就是利用卡片分析并预测事物，再配合一些建议。	0	
page0.4	Q分析员		你居然会对这方面有所涉猎，有点让人意外。	0	
page0.5	Q狂猎		学生时代，我的那些女同学经常以占卜的方式预测考试成绩，我也就无意间听到了一点。	0	
page0.6	Q分析员		那我们也去试试？	0	
page0.7	Q狂猎		算了。	0	
page0.8	Q分析员		为什么？	0	
page0.9	Q狂猎		这里的占卜，好像与我所了解的不太一样。	0	
page0.10	Q分析员		哪里不一样？	0	
page0.11	Q狂猎		咳咳，分析员你看看占卜摊的名字……	0	
page0.12	Q分析员		“命运的另一半在想什么”……怎么了？	0	
page0.13	Q狂猎		每一位忧心忡忡进去的人，都满意地出来了。	0	
page0.14	Q狂猎		看起来每一个人都得到了自己想要的答案。	0	
page0.15	Q分析员		有什么不对劲吗？	0	
page0.16	Q狂猎		人总是不断用各种办法试图了解他人的真实心意，来确认自己的付出是否值得。	0	
page0.17	Q狂猎		可占卜怎么能算得到真心、又怎么可能有100%的好结果……	0	
page0.18	Q狂猎		占卜师只是通过改变解读方式，让人听到想听到的结论罢了。	0	
page0.19	Q狂猎		来到这里的人，其实不是希望得到真正的占卜结果……	0	
page0.20	Q狂猎		只是希望得到别人的一句确认，让自己继续坚定走下去吧。	0	
page0.21	Q分析员		里芙不喜欢这种肯定吗？	0	
page0.22	Q狂猎		嗯。	0	
page0.23	Q狂猎		我认准的，不需要他人来肯定。	0	
page0.24	Q狂猎		而且，无论是谁，用什么理由来否定我，我都不会改变。	0	
page0.25	Q分析员		在这点上，你还真是一点都没变。	0	
page0.26	Q狂猎		因为我认定的人，永远就只有playername。	0	
choice01			回应她的认定	0	
page1.1	Q分析员		在这一点上，我们果然很有默契。	0	
page1.2	Q分析员		因为我也认定了你。	0	
choice02			拥抱她	0	
page2.1	Q狂猎		唔，分析员。	0	
page2.2	Q分析员		我会和你一起。	0	
page2.3	Q狂猎		嗯，分析员……	0	
