字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1			社区举办了情侣对视挑战。	0	
page0.2			这种能比拼出冠军的活动，芬妮说什么都不会错过。	0	
page0.3	Q咎冠		谁先眨眼，谁就输了对吗？	0	
page0.4	Q咎冠		面对分析员，本小姐也不会输的哦~	0	
page0.5	Q咎冠		不过我很好奇，输了会怎么样？	0	
page0.6	Q分析员		经典的“让对方答应一件事，什么都可以”吧。	0	
page0.7	Q咎冠		真没新意呢，不过本小姐喜欢这个奖品！	0	
page0.8	Q咎冠		那么分析员，来吗？	0	
page0.9	Q分析员		来！	0	
page0.10			开始了对视挑战。	0	
page0.11	Q咎冠		唔……还第一次近距离、长时间盯着分析员。	0	
page0.12	Q咎冠		被分析员盯着看，总觉得有点奇怪。	0	
page0.13	Q分析员		我一直都这么看着你啊，怎么今天突然就害羞了？	0	
page0.14	Q咎冠		大木头！这不是在比赛嘛，我好像是，有点紧张了……	0	
page0.15	Q分析员		哈——哈——	0	
page0.16	Q咎冠		啊啊！本小姐不能输……	0	
page0.17			芬妮瞪大了双眼，眼角开始噙着泪水。	0	
page0.18	Q分析员		芬妮……	0	
choice01			找时机与芬妮同时眨眼	0	
page1.1	Q分析员		果然，赢不过芬妮呢。	0	
page1.2	Q咎冠		哼，如果是和分析员并列第一的话，本小姐倒也可以接受。	0	
page1.3	Q咎冠		只不过，这下没有奖品了……	0	
page1.4	Q分析员		谁说没有的，我们互相让对方答应一件事，怎么样？	0	
choice02			先眨眼	0	
page2.1	Q分析员		芬妮果然很厉害呢……	0	
page2.2	Q咎冠		那当然了~	0	
page2.3	Q咎冠		分析员，可别忘了我赢到的奖品哦。	0	
