字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1			应邀，来到了心动派对的中央广场。	0	
page0.2	Q咎冠		你迟到了，我都等你好半天了，罚你制定今天的约会计划。	0	
page0.3	Q分析员		原来你没想好今天要做什么啊，那我想想……	0	
page0.4	Q分析员		啊，那边好像有偶像演出，要一起去看看吗？	0	
page0.5	Q咎冠		什么？分析员还要去看别的偶像！有我一个还不够吗？	0	
page0.6	Q咎冠		本小姐可是你的专属偶像！	0	
page0.7	Q分析员		我不是想看别人，我只是想拿别人作为参考来了解过去的你。	0	
page0.8	Q分析员		谁让你只告诉我那些光鲜的、轻松的，关于自己的苦你可是一点都不说啊。	0	
page0.9	Q咎冠		我告诉你就够了嘛！不允许看其他人。	0	
page0.10	Q分析员		不够。我想要了解芬妮的一切。	0	
page0.11	Q分析员		想要了解你曾为瓦尔基里游戏舞台一点一滴的努力，你对完美演出的苛刻追求。	0	
page0.12	Q咎冠		笨蛋……你这不是什么都知道吗！	0	
page0.13	Q分析员		现在的芬妮，还有想上台演出的想法吗？	0	
page0.14	Q咎冠		哼，这种小舞台怎么能展现出本小姐的全部魅力。	0	
page0.15	Q咎冠		我现在想要的最佳舞台，在这里！	0	
page0.16			芬妮伸出一根手指戳了戳我的胸口。	0	
page0.17	Q咎冠		你要记住，这里的舞台C位可是本小姐！	0	
