字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
hi01.1	如果这样，是不是就能彻底清除这些雾霭……不，果然还是太困难了。	假如這樣的話，是否就能根除這些霧靄......不，果然還是很困難。	それなら、このスモッグを一掃することも……いや、流石に無理そうですね。	만약에 그런 거면 여기 있는 안개들도 완전히 제거할 수 있을까요… 후… 역시나 아직은 이를 것 같아요.	If that's the case, maybe we can get rid of all of the fog... *sigh* It would still be so difficult.						0	
choice.01	有解决的方法吗？	有辦法能解決嗎?	汚染をなんとかする方法はないかな。	해결책이 있을까?	You mean you have a solution?						0	
choice.02	答案也许仍在墙内	答案也許仍在牆內	答えは第5研究所にあるかもしれない。	여전히 벽 안에 있을지도 몰라.	Maybe the answer lies within those walls.						0	
page01.1	恐怕没有，至少短期内没有。	恐怕沒有，至少短期內沒有。	おそらくないですね。今のところは。	아직은 없어요. 적어도 이른 시일 내에는요.	I'm afraid not, at least not in the short term.						0	
page02.1	那就得靠你了，分析员。	那就只能靠你了，分析員。	分析員さんに期待しますね。	만약 그런 거면 이 일은 분석가님한테 부탁드려야 할 것 같네요.	Then it's up to you, Adjutant.						0	
hi02.1	信息态幽灵在消失之后，感受到的时间流速会不会变得缓慢？嗯，有趣的假设。	資訊態幽靈在消失後所感受到的時間流速會不會變緩慢?嗯，有趣的問題。	情報体幽霊が消えた後、時間が流れる体感速度は速くなるのか、面白い仮説ですね。	이념 형태의 유령이 사라진 후에 시간의 흐름 속도가 느려질까요? 음, 흥미로운 가설인데요.	Is it possible that after Titagen phantoms disappear, they experience the passage of time more slowly? An interesting theory, yes...						0	
choice.03	我觉得会	我覺得會	なると思うけど。	그럴 것 같은데?	I think so.						0	
choice.04	我并不确定	我不確定	ハッキリとは言い切れない。	잘 모르겠어.	I'm not sure.						0	
page03.1	能感觉到威尔身上积压的愤怒远不止三年。	能感受到威爾累積的憤怒遠遠超過三年。	ウィルが溜め込んだ怒りは3年分どころじゃない気がする。	빌에게 쌓인 분노는 3년이라는 시간보다 훨씬 긴 것 같아.	The immense fury that Will carries... It seems much more than that of three years.						0	
page03.2	久到足以让他忘记愤怒之外的一切。	久到足以讓他忘記憤怒之外的一切。	溜めに溜めた怒りは、彼にそれ以外のことを忘れさせたくらいだ。	분노 외에 다른 모든 것들을 잊어버릴 정도로 말이지.	It seems like it's been long enough for him to forget everything else.						0	
page04.1	或许对于纯粹的意识体来说，一瞬与永恒也没有区别。	或許對於純粹的意識體而言，一瞬與永恆並無區別。	純粋な意識体にとっては、一瞬も永遠もさほど変わらないのかもしれない。	아니면 순수한 의식체에게 '순간'과 '영원'이란 게 별 차이가 없을 수도 있겠지.	I mean, does a being of pure consciousness experience a moment and eternity any differently?						0	
hi03.1	我听说，这里还遗留着许多民众的录音记录。	聽說這裡遺留著許多民眾的錄音檔。	ここに民衆の録音記録がたくさん残っていると聞きました。	듣기로는 이곳에 수많은 사람들의 음성 기록이 남아있다고 해요.	I heard that you can still find voice recordings around here left by people from a few years ago.						0	
choice.05	是吗，我没注意过	是嗎，我沒注意過	そうか、気付かなかった。	그래? 전혀 눈치채지 못했는데.	Really? I didn't notice any.						0	
choice.06	我已经捡到一些了	我已經撿到了一些	ああ、いくらか拾った。	나도 몇 개 주웠었어.	I already found some.						0	
page05.1	啊，真可惜，里面应该有不少有用的信息。	哎呀，真可惜，裡面應該有不少有用的資訊。	あ、勿体ないですね。中に役に立つ情報もたくさんあるはずなのに。	아, 아쉽네요, 안에 유용한 정보가 꽤 많이 있을 것 같은데.	Oh, that's a shame. They're sure to contain a great deal of useful information.						0	
page06.1	真不错，里面应该有不少有用的信息，回头我也想看看。	真棒，裡面應該有不少有用的資訊，等下我也想看看。	悪くないですね。中に役に立つ情報がたくさんあるはずです。あとで私もチェックしましょう。	다행이네요! 안에 유용한 정보가 꽤 있을 거예요. 저도 나중에 확인해 봐야겠어요.	Excellent. They're sure to contain a great deal of useful information. I'll take a look later as well.						0	
