字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0	不远处的窃窃私语			是那个人，没错的。	0	
2		0	不远处的窃窃私语			你去吧……	0	
3		0	不远处的窃窃私语			不会觉得我们是怪人吧？	0	
4		0	不远处的窃窃私语			不会的不会的。	0	
5		0				窃窃私语的是几位身体均有缺陷的平民。其中一位瘦弱的青年有些害怕地走近。	0	
6		6	平民青年			你就是……和金琅姑娘一起工作的那位分析员长官吧？	0	
b-1	b-1	0					0	
7	b-1-1	0				叫我playername就行。	0	
8		6	平民青年			我们有些东西想托您交给金琅姑娘。	0	
9		0				青年摊开双手，是几个闪着廉价光泽的金币。	0	
b-2	b-2	0					0	
10	b-2-1	0				这是？	0	
11		6	平民青年			<orange>开运古币</>，能够带来好运的古老钱币，隔离墙外面的古董收藏者都喜欢这玩意。	0	
12		6	平民青年			金琅姑娘，我听人说她喜欢收集一些老玩意。	0	
13		6	平民青年			她帮过我们很多，总是变着法子找一些看着困难实际轻松的零活分给我们。	0	
14		6	平民青年			这些是我们从熟人那里用物资换来的，就当是一份心意。	0	
b-3	b-3	0					0	
15	b-3-1	0				为什么不亲手送给她？	0	
16		6	平民青年			哈哈，我们每次靠近金琅姑娘，她就总是叫嚷着麻烦。	0	
17		6	平民青年			我们知道她的心思，也就不去打扰她了。	0	
b-4	b-4	0					0	
18	b-4-1	0				好，我一定帮你们送到。	0	
