字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				捡起掉在地上的精致的黑色石块，形状椭圆一面光滑一面粗糙。粗糙一面的凹凸上似乎是刻上去的纹路，肉眼无法看清到底刻了什么。	0	
2		0				环顾四周，只有面前的一人匆匆离开的背影，应该是那人不小心遗落的东西。	0	
b-1	b-1	0					0	
3	b-1-1	0				前面的朋友，你掉了东西！	0	
4		6	第八章管事			我不是，我没有……	0	
5		5	猫汐尔			是你啊！头可以“防弹”的大叔！	0	
6		5	猫汐尔			可以让我摸摸你的光头吗？很想研究一下它的构造，和其他的头有什么区别！	0	
7		0				管事似乎在极力躲避接触。	0	
b-2	b-2	0					0	
8	b-2-1	0				这个好像是你掉的东西。	0	
9		6	第八章管事			几位长官，这东西不是我的……是个降临团会员落在我这儿的。我怕麻烦才打算丢了，你喜欢就拿走吧。	0	
10		0				管事模样的人匆忙地离开了，猫汐尔聚精会神地盯着那人的头，居然跟着离开了。	0	
