字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				与此同时，某个实验室——	0	
2		0	舍塔的声音			进展如何，我希望听到的是好消息。	0	
3		6	神秘博士			比设想的还要顺利，舞台已经布置完毕。	0	
4		6	神秘博士			我们重要的观众们也该差不多陆续入场了。	0	
5		6	神秘博士			嘻嘻……先来一点开场曲。当然，群舞必不可少。	0	
6		6	神秘博士			看着吧。	0	
7		6	神秘博士			那个天工福灯点亮的时候，我们的主角会在众人瞩目下登场。	0	
8		6	神秘博士			到时所有人都会为它的美丽而轻叹！	0	
9		0	舍塔的声音			谁在乎你那些无聊的把戏。	0	
10		0	舍塔的声音			给我看你的成果，证明我的投资没有白费。	0	
11		6	神秘博士			放心，你现在就可以开始准备庆功宴了。	0	
12		6	神秘博士			还是说……	0	
13		6	神秘博士			你，在质疑我的研究？？	0	
