字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0	成年病少女			老板，我刚刚看到你收了一张饕享券……可不可以把那张换给我？	0	
2		0	成年病少女			我这里有明灯节分过来的物资……还有平时攒下来的用品，您需要什么都可以拿。实在不行，我可以给您帮工。	0	
3		0	小女孩			姐姐，饕享券是什么？	0	
4		0	成年病少女			是明灯新仪期间限定发放的稀有数字卡券，有了饕享券，就能在明灯新仪中享受贵宾服务。	0	
5		0	成年病少女			你想吃的那种特别的食物，也只有通过饕享券才能换取。	0	
6		0	小女孩			那我想要饕享券。	0	
7		0	摊贩			真是的，哪来的丫头片子，梦里啥都有。	0	
8		0	摊贩			要是不想买东西，就赶紧走开。你们在这围着我，我还怎么做生意？	0	
9		0	成年病少女			我可以帮你搬货，清扫……做什么都可以的！	0	
10		0	成年病少女			这孩子，得了成年病，我想尽可能地满足她的心愿。	0	
11		0				刻薄的摊贩发现没法劝走这位固执的姐姐，眼睛眯成一条缝。	0	
12		0	摊贩			这位馋嘴的小姑娘，你有没有听过一个传说啊？	0	
13		0	小女孩			传说……是什么？	0	
14		0	摊贩			传说有个叫做“祟”的怪兽，每隔一年就会跑到人类的聚落寻找食物。这些祟呀，通常它们会在阴暗处寻找的落单的人类吃掉。	0	
auto_26371		0	摊贩			听说啊，它们最喜欢的就是你这种小脸圆嘟嘟鲜嫩嫩的小孩子。	0	
15		0	小女孩			您说的是明灯节怪兽的传说啊，这个我知道，姐姐给我讲过。	0	
16		0	小女孩			怪兽怕灯，只要点燃灯，用灯光遮住它们的视线就不怕被吃掉了。	0	
17		0	摊贩			哼，你懂得还挺多嘛。	0	
18		0	摊贩			那我问你，如果你和姐姐遇到了怪兽，但手中只有一盏灯，你们两个人中间有一个会被吃掉，该怎么办呢？	0	
19		0	小女孩			那……那姐姐拿着灯快掉逃吧，我……我更好吃，让怪兽吃我！	0	
20		0	小女孩			不要吃掉姐姐！呜呜……	0	
21		0	成年病少女			老板，您快别吓她了。	0	
22		0	摊贩			哼，算你这孩子懂事。	0	
23		0	摊贩			饕享券，我费了好大事才拿到一张，我把它给你姐姐了，没你份喽！	0	
24		0	成年病少女			谢谢老板！	0	
25		0	摊贩			话说前头，我可不是白给你的。	0	
26		0	摊贩			陪妹妹好好过个节，过完节赶紧过来给我帮忙！	0	
27		0				目送着这对挽着手走远的姐妹，摊贩老板骚了骚头。	0	
28		0	摊贩			亏大发了。	0	
29		0	摊贩			管它呢，千金难买爷乐意~	0	
