字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				人人都沉浸在庆典活动热闹的氛围中，少女徘徊的身影很难不被人注意，更何况在夜晚还戴着一副古怪的墨镜。	0	
2		0				她将墨镜微微拉下，自墨镜上缘向我这边张望。随后，少女似乎按捺不住好奇，戴正眼镜并整理了一下衣服，开始寻找开口搭话的契机。	0	
b-1	b-1	0					0	
3	b-1-1	0				请问，你是想要找我吗？	0	
4		6	少女金琅			哎呀，我还没准备好开场白呢！	0	
5		0				少女将墨镜架在额头上，认真把我从头到脚打量了一遍，又确认了在场的其他海姆达尔队员后，难掩喜色。	0	
6		6	少女金琅			嗨！你就是主管提到的……那个那个……身旁跟着好多明星、穿得严严实实的分析员playername吧！	0	
7		6	少女金琅			太好了！长官，可以帮我要一张星期三的签名照吗？	0	
8		0				少女虽然是对着我说话，却一直不住地看向站在我身边的星期三。	0	
9		0				她似乎认定了直接向星期三请求不容易成功，而期待地等着我的答复。	0	
b-2	b-2	0					0	
10	b-2-1	0				请问你是？	0	
11		6	少女金琅			我是星期三的忠实粉丝——	0	
12		0	平民甲			给我打！	0	
13		0				喊打声打断了我与少女的对话，看来这就是仓尧所说的冲突事件了。	0	
14		0	平民乙			为什么你手里会有这个？！这张贵宾才有的<orange>饕享券</>你从哪偷的？	0	
15		0	平民乙			说，你得罪了天楼高层的管事，还是那些降临团的干部？	0	
16		0	平民甲			亏我们还因为你姐让你先去领物资，你就是这么对我们的？	0	
17		0				我们寻着声音赶过去，只见一个年轻人被周围几个更加年长、更加强壮的人殴打。	0	
18		6	少女金琅			你们在泰古通达的地盘上闹事，就不怕被赶出去吗？	0	
19		6	少女金琅			小心被管事知道，连你们牙缝里的那点物资都保不住了。	0	
20		0				几个闹事者听言，迅速收敛怒气排成一队，面面相觑地蹲在少女面前。奇怪的是，刚刚还在被打的年轻人，此刻的样子反而最害怕。	0	
21		6	少女金琅			分析员长官，签名照我晚些来找你拿吧！手头有点事先走啦！	0	
22		0				问题还没来得及问出口，少女已经揪着几个人走远了。	0	
auto_17482		0				冲突解决，没有人受伤，我并没有把这次离谱的相遇放在心上，继续执行自己的任务。	0	
