字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				两位落荒而逃的郊狼从眼前跑过，没想到被星期三捉住了。	0	
2		4	郊狼队长			没必要在我身上下功夫，我什么都不会说的。	0	
3		5	郊狼棒子弟			他不说我可以说！	0	
b-1	b-1	0					0	
4	b-1-1	0				或许你们都不用说，我认得你。	0	
b-2	b-2	0					0	
5	b-2-1	0				妮塔之前放走的就是你吧。	0	
6		5	郊狼棒子弟			我们来这里，只是拿回属于我们的东西。	0	
7		4	郊狼队长			不用和这个人废话，这群人蛇鼠一窝的，怎么会想到我们的难处？郊狼做什么，他们都会觉得是错的。	0	
b-3	b-3	0					0	
8	b-3-1	0				如果你不再惹事，可以自行离开。	0	
9		0				对面的郊狼低头沉思，在瞪了我一眼后，转身离去。	0	
