字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	哈啊……哈呃……呜嗯……	哈啊……哈呃……嗚嗯……	はあ……はあ……っ……	하아… 하아… 으음…	Hah... Hah... Ah...						0	
2	喘息声。我的，她的，混在一处。	喘息聲。我的，她的，混在一處。	荒くあえぐ声がする。私のと彼女の吐息が混ざり合っていた。	숨소리다. 내 것과 그녀의 것이 함께 뒤섞였다.	The sound of our panting merged together.						0	
3	一如我们两个现在紧紧贴合，片刻都不能分开的身体。	一如我們兩個現在緊緊貼合，片刻都不能分開的身體。	まるで今の私達の体勢のように。	꼭 붙어서 잠시도 떨어질 수 없는 우리 둘의 몸과도 같았다.	Just like our bodies, now tightly intertwined and unable to separate for a single moment.						0	
4	哈哈哈……真是有意思……	哈哈哈……真是有意思……	ふふふ……面白いね。	하하하… 정말 재미있네…	Hahaha... How interesting...						0	
5	男人和女人打架，打到最后躺床上去的我见过，打到墓地里去了的我也见过。哈啊……打成我们两个这样儿，这算什么呀？	男人和女人打架，打到最後躺床上去的我看過，打到墓園裡去了的我也看過。哈啊……打成我們兩個這個樣子，這算什麼呀？	男と女の喧嘩は最終的にベッドに向かったり墓場に行き着いたり色んなパターンを見てきたけど……はぁ……さすがにこれは初めてだね。	남자와 여자가 싸우다가 침대에 드러눕는 것도 봤고, 무덤까지 가는 것도 봤는데, 하아… 우리 둘은 대체 어떻게 된 걸까?	I've seen men and women end their fights in the bedroom or in the grave. Hah... but what's the point in us fighting like this?						0	
6	……闭嘴。	……閉嘴。	……黙れ。	… 닥쳐.	...Quiet.						0	
7	我把捆住她身体的手臂又收紧了几分，但她却一边痛哼着配合，一边拿出一副比之前更加满不在乎的态度来。	我把綁住她身體的手臂又收緊了幾分，但她卻一邊痛哼著配合，一邊拿出一副比之前更加滿不在乎的態度來。	そう言うと、私は彼女の体を抑え込んでいる腕にさらに力を込めた。彼女は痛みに耐えながら私の言葉に従ったものの、その顔には余裕の表情が浮かんでいた。	나는 그녀를 옭아맨 팔에 힘을 더했지만, 오히려 그녀는 아프다는 듯 신음하면서 이전보다 더 무덤덤한 태도를 보였다.	I tightened my grip around her body. She cooperated by groaning in pain, but she also revealed an even more indifferent expression than before.						0	
8	你那么愁眉苦脸干什么？哼，抬起头看看镜子，眼下这种场面，你一个大男人不管怎么说都是占便宜的那一方吧。开心点儿，嗯？	你那麼愁眉苦臉幹嘛？哼，抬起頭看鏡子，眼下這種場面，你一個大男人不管怎麼說都是佔便宜的那一方吧。開心一點，嗯？	なんだいその顔は？鏡を見てごらんよ。どう見たって男の方が得してるはずだろ。もっと笑いなさいよ。ねぇ？	왜 그렇게 우거지상을 하고 있어? 흥, 고개 들어 거울 좀 봐. 이런 상황에서 아무래도 남자가 득이지. 좀 즐겨 봐, 어?	Why the long face? Heh, look in the mirror. You're the one who's taking advantage of the situation right now, big guy. Cheer up, okay?						0	
9	的确。她说的没错。以旁人的眼光来看，我简直是把她当成一块即将吃进嘴里的肉，死死抓住不肯放手。但谁又能知道会闹成现在这样……单纯只是因为我没有别的办法了呢。	的確。她說的沒錯。以旁人的眼光來看，我簡直是把她當成一塊即將吃進嘴裡的肉，死死抓住不肯放手。但誰又能知道會鬧成現在這樣……單純只是因為我沒有別的辦法了呢。	彼女の言う通りだ。傍から見れば、私が彼女を手にかけようとしているようにしか思えないだろう。正直そんなつもりはなかったが、ただ単純に他の方法がなかったのだ。	그렇다, 그녀의 말이 맞다. 제삼자의 시선으로 볼 때 난 사냥감을 확보하는 포식자처럼 그녀를 붙들고 있었다. 하지만 이렇게 될 줄은 몰랐다… 난 단지 다른 방법이 없었을 뿐이었다.	She had a point. From an outsider's perspective, I was treating her like a piece of meat I was about to devour, holding on with no intention of letting go. But who could have guessed things would turn out like this...? It was purely because I had no other choice.						0	
10	尽管海姆达尔部队里不乏格斗技击的好手，我自己在这方面也不算是半吊子，但跟她……跟罗赞比起来，还是太……	儘管海姆達爾部隊裡不乏格鬥技擊的好手，我自己在這方面也不算是半吊子，但跟她……跟羅贊比起來，還是太……	ヘイムダル部隊には格闘を得意とする隊員がわんさかいるし、私もまったくできないわけではないが、ロザンに比べると、どうしても劣ってしまう。	비록 헤임달 부대에는 격투 고수가 많았고, 나 자신도 이 분야에서는 어중간한 실력은 아니었지만, 로잔에 비하면 명백히 열세였다.	Even though the Heimdall Force was full of capable fighters, and I wasn't half-bad myself... I was no match for Rozan...						0	
11	她刚刚如果真的想打死我，恐怕所有事情在一瞬间就会结束了。	她剛剛如果真的想打死我，恐怕所有事情在一瞬間就會結束了。	彼女にとって、本気で私を殺そうと思えば、そう難しいことでもないだろう。	만약 그녀가 진심으로 나를 죽이려 했다면, 모든 일은 순식간에 끝났을 것이다.	If she really wanted to kill me, all of this would be over in a second.						0	
12	……你还真是给了我不少惊喜，分析员。打不过就耍花招儿，借着肢体碰撞的空当从我身体里吸收泰坦物质……趁着我分神就抱上来，哈哈哈哈……	……你還真是給了我不少驚喜，分析員。打不過就耍花招，藉著肢體碰撞的空檔從我身體裡吸收泰坦物質……趁著我分神就抱上來，哈哈哈哈……	……驚かせてくれるねぇ、分析員。正面からじゃ勝てないからって絡め手かい……体が触れた瞬間にタイタン物質を吸収して、隙を狙って体当たりを仕掛けて来るとは……あははは……	… 넌 정말 내게 많은 놀라움을 주었어, 분석가. 질 것 같으니 수작 부리고 몸싸움하는 틈을 타서 내 몸에서 타이탄 물질을 흡수할 줄이야… 내가 정신 팔린 틈을 타서 아예 안아버렸네, 하하하하…	...You just keep surprising me, Adjutant. You resorted to tricks when you couldn't beat me, used the downtime during our fight to absorb Titagen from my body... and took advantage of the moment I was distracted to hug me. Hahaha...						0	
13	怎么？你这是拿我当成耶洛沙的那棵树来对付了吗？想吸干我？	怎麼？你這是拿我當成耶洛沙的那棵樹來對付了嗎？想吸乾我？	どうするつもりだい？あのイェロシャの木みたいに、私を搾り取るつもりかい？	왜, 지금 나를 옐로샤의 그 나무로 취급하는 거야? 날 빨아드리려고?	What's this about? Are you treating me like the Tree in Yehrus? Want to suck me dry?						0	
14	她说对了一大半，但如此照做的我发现自己踏进了一个更出乎意料的陷阱里，所以现在我不打算正面回应她。	她說對了一大半，但如此照做的我發現自己踏進了一個更出乎意料的陷阱裡，所以現在我不打算正面回應她。	半分は彼女の言う通りだ。けれどそのせいで、私は予想もしていなかったミスに嵌ってしまっていた。まあ、そのことは今は黙っておいた方がいいだろう。	그녀가 한 말은 거의 정확했다. 그녀가 말한 대로 움직였던 나는 자신이 뜻밖의 함정에 발을 내딛고 있다는 것을 발견했고, 난 더 이상 그녀에게 정면으로 대꾸할 생각이 없었다.	She was half-right. Even so, I realized I was falling into another one of her traps, so I didn't respond with a direct answer.						0	
15	……你看过上世纪的一场很有名的拳赛吗。	……你看過上世紀的一場很有名的拳賽嗎。	……前世紀の、有名なボクシングの試合を知っているか。	… 지난 세기의 어떤 유명한 권투 경기를 본 적 있어?	...Have you seen that famous boxing fight from a century ago?						0	
