字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	黑暗，幽邃，空无一物，一望无垠。	黑暗，幽邃，空無一物，一望無垠。	暗闇。虚無。なにもない深淵。	어둡고, 깊고, 텅 비고, 끝이 없다.	A dark, deep, empty, and endless abyss.						0	
2	脚下传来的是有如沼泽泥浆一般黏稠沉重的触感——在这个空间里，她无法停下脚步，但她每多走一步，都需要付出巨大的努力和牺牲。	腳下傳來的是有如沼澤泥漿一般黏稠沉重的觸感——在這個空間裡，她無法停下腳步，但她每多走一步，都需要付出巨大的努力和犧牲。	足元では泥沼のような粘り気のある感触がした。この空間で足を止めてはいけない。なのに一歩踏み出すたびに莫大な努力と犠牲を強いられる。	발 아래 느껴지는 것은 늪의 진흙처럼 끈적이고 묵직한 촉감이었다… 이 공간 안에서 그녀는 멈춰 설 수 없었다. 그러나 한 걸음 한 걸음을 내디딜 때마다 막대한 노력과 희생이 동반해야만 했다.	The ground felt as sticky as swampy mud under her feet. She couldn't stop moving through this space, but each step she took required enormous amounts of effort and sacrifice.						0	
3	她熟悉这里。非常熟悉。自从断点行动里她挺身帮着playername挡下枪击之后，她待在“这边的世界”里的时间，要远比清醒的时候多得多。	她熟悉這裡。非常熟悉。自從絕境行動裡她挺身幫著​​playername擋下槍擊之後，她待在「這邊的世界」裡的時間，遠比清醒的時候多得多。	彼女はこの場所を知っている。誰よりもよく知っているのだ。なぜなら、ブレーク作戦でplayernameを狙った銃弾を代わりに受けて以降、現実よりも「こちら」にいた時間の方が長いからだ。	그녀는 이곳을 잘 알고 있다. 중단 작전에서 playername의 총격을 막아준 뒤로, 깨어있을 때보다 '이쪽 세상'에 머무는 시간이 훨씬 많아졌다.	She was familiar with this place — very familiar. Ever since she'd taken a bullet for playername during Operation Breakpoint, she had spent far longer in this "world" than she had awake.						0	
4	耳畔是永无止息的风雷，眼前是虬结纠缠的闪电——这是她，里芙·贝斯特拉独有的心流内景，也是她以一介凡人之躯与“神格”不停对抗的战场。	耳畔是永無止境的風雷，眼前是虯結糾纏的閃電——這是她，里芙·貝斯特拉獨有的心流內景，也是她以一介凡人之軀與「神格」不停對抗的戰場。	耳元にはやまない風と雷の音。目の前には闇を裂く勢いで走る稲妻。これは彼女、リフ・ベストラの心象風景であり、彼女が人間の体で「神格」と対抗し続けてきた戦場でもある。	귓가엔 끝없는 천둥과 바람 소리가 전해지고, 눈앞엔 얽힌 번개가 번쩍인다. 이건 그녀, 리브 베스트라만의 내면의 흐름이자, 인간의 몸으로 '만트라'와 끊임없이 맞서는 전쟁터이기도 하다.	The unceasing sound of wind and thunder filled her ears, while entangled bolts of lightning encompassed her vision. This was Lyfe Bestla's inner mind. It was also the battlefield on which she constantly faced off against her "Deiwos" with her mortal body.						0	
5	……出来。	……出來。	……出てこい。	… 나와.	...Come out.						0	
6	如同鬼影一般从脚下的黑暗中升腾聚集的，是与自己有着同样容貌，同样轮廓的阴影。	如同鬼影一般從腳下的黑暗中升騰聚集的，是與自己有著同樣容貌，同樣輪廓的陰影。	彼女の足元から幽霊のように姿を現したのは、彼女と同じ顔で、同じ姿をした影。	발밑의 암흑 속에서 유령처럼 치솟아 올라 모여드는 것은, 자신과 똑같은 얼굴, 똑같은 윤곽을 가진 그림자였다.	A shadow, identical to her in silhouette and appearance, coalesced and rose up from the darkness below her like a phantom.						0	
7	……	……	……	…	...						0	
8	怎么？往常不都是你追着我说个不停，这会儿变哑巴了？	怎麼了？往常不都是你追著我說個不停，這會兒變啞巴了？	なんだ？普段のお前はもっと饒舌だったぞ。今更どうした。	왜, 평소에는 네가 나를 쫓아다니더니, 지금은 벙어리가 된 거야?	What's wrong? Normally, I can't get you to shut up or leave me alone. Now you're quiet all of the sudden?						0	
9	诚如里芙所说，这里本来是模糊了时间概念的地方……过去，自诩是“神格”的这团阴影总是一刻不停地纠缠着她。	誠然如里芙所說，這裡本來是模糊了時間概念的地方……過去，自詡是「神格」的這團陰影總是一刻不停地糾纏著她。	リフの言う通り、この時間の狭間とも取れる場所で、この「神格」を自称する影はこれまでずっと彼女に付き纏っていた。	리브의 말대로 이곳은 원래 시간의 개념이 모호한 곳이다. 과거에 '만트라'로 자칭하는 이 그림자는 시시각각 그녀에게 매달렸다.	Just as Lyfe said, this was a place where the concept of time was hazy... Before, this shadow that claimed to be her "Deiwos" had constantly pestered her.						0	
10	辩论，武斗，精神折磨……而在对方绞尽脑汁的攻击之下，她也曾积极地反抗，斗争，每每把自己累到精疲力竭，然后在这分不出白天黑夜的混沌里沉沉睡去。	辯論，武鬥，精神折磨……而在對方絞盡腦汁的攻擊之下，她也曾積極地反抗，鬥爭，每每把自己累到精疲力竭，然後在這分不出白天黑夜的混沌裡沉沉睡去。	口論、戦闘、精神上のプレッシャー、などなど。もちろん相手を積極的に反撃していた時期があったし、疲れ切っては泥のように眠りにつくことだってあった。	변론, 격투, 정신적 고통… 머리를 쥐어짜는 상대방의 공격에도 적극적으로 반항하고, 투쟁하며, 매번 지칠 정도로 지친 후, 밤낮을 분간할 수 없는 혼돈 속에서 잠들어 버린다.	Arguing, fighting, enduring mental torture... she actively resisted and struggled against her opponent's brain-muddling attacks. Each and every time, she was left exhausted, falling asleep in this chaotic space where there was nothing to help her tell day from night.						0	
11	踏进心流园的治疗舱之前，她也以为这一切都会如期上演。	踏進心流園的治療艙之前，她也以為這一切都會如期上演。	フローガーデンのカプセルに入る前も、「どうせそうなるだろう」とは思っていた。	마음의 정원 치료실에 들어가기 전까지만 해도, 그녀는 이 모든 일이 예정대로 진행될 줄 알았다.	Before entering the treatment pod at Heartflow Garden, she thought everything would continue on as normal.						0	
12	但实际上自从她进入治疗舱，重新让自己的意识投身于这片广袤的空间里之后，那团象征着“奥丁”的阴影就忽然变得沉默，变得……瑟缩？	但實際上自從她進入治療艙，重新讓自己的意識投身於這片廣闊的空間裡之後，那團象徵著「奧丁」的陰影就忽然變得沉默，變得……瑟縮？	だが、実際にカプセルに入って、このだだっ広い空間に改めて身を任せると、「オーディン」を象徴するその影はなぜか黙り込んで、畏縮するようになった。	하지만 그녀가 치료실로 들어가 다시 자신의 의식을 이 넓은 공간에 쏟아붓고 나서부터, 그 '오딘'을 상징하는 그림자는 갑자기 침묵해지고 움츠러들었다.	But since she entered the treatment pod and allowed her consciousness to return to this immense space, this shadow representing "Odin" had abruptly gone silent, as if it was... cowering?						0	
13	一如它此刻呈现在里芙面前的模样——聚成团的阴影不断地轻微颤动着，似乎有什么顾虑让“它”欲言又止。	一如它此刻呈現在里芙面前的模樣——聚成團的陰影不斷地輕微顫動著，似乎有什麼顧慮讓「它」欲言又止。	その態度は「それ」の外見にも反映している。縮まった影はびくびくと震え続け、まるでなにかに怯えているかのようだった。	지금 리브 앞에 나타난 모습처럼, 뭉쳐진 그림자가 자꾸만 가늘게 떨렸고, 무슨 걱정거리가 있어서 '그것'의 말문이 막힌 것 같았다.	And now, it was appearing before Lyfe in much the same fashion. The shadow that had combined together was trembling slightly, like there was a concern that made "it" hesitant to speak.						0	
14	你之前总喜欢说你和我是一体的， 那现在你也应该同样清楚……恒沙的治疗的确在发挥作用。	你之前總喜歡說你和我是一體的， 那現在你也應該同樣清楚……恆沙的治療的確在發揮作用。	私とは一心同体だと普段から言っていたじゃないか。だったらゴウシャの治療が効いていることは、お前にも分かっているはずだ。	넌 예전에 우리가 하나라고 말하는 걸 좋아했잖아. 그러니 이제 너도 잘 알겠지… 항사의 치료는 확실히 효과가 있어.	Before, you always liked to talk about how we were "one." So I'm sure you already know... GANGES' treatment worked.						0	
15	虽然和我预想的不一样，但泰坦物质确实已经和我的身体达成了平衡……混在一处，难舍难分的那种平衡。	雖然和我預想的不一樣，但泰坦物質確實已經和我的身體達成了平衡……混在一處，難捨難分的那種平衡。	予想していたのとは違うが、確かにタイタン物質は私と均衡を保ちつつある。混ざりあい、区別が付かなくなったという意味でだがな。	내가 예상했던 것과는 다르지만, 타이탄 물질은 확실히 내 몸과 균형을 이뤘어… 한곳에 섞여 있는, 떼려야 뗄 수 없는 그런 균형 말이야.	Even though it's different than what I expected, the Titagen in my body has found a balance... a type of intertwined, inseparable balance.						0	
16	她抬起一只手臂，曲肘摊掌，一边转动着手腕，一边看着自己的掌心。	她抬起一隻手臂，曲肘攤掌，一邊轉動手腕，一邊看著自己的掌心。	彼女は腕をあげると、肘を曲げて掌の状況を確認した。	그녀는 한쪽 팔을 들어 팔꿈치를 굽혀 손바닥을 펼치더니, 손목을 돌리면서 자기 손바닥을 바라보았다.	She raised one arm at the elbow, opened her palm, and rotated her wrist as she examined it.						0	
17	以至于我现在……甚至可以做到这种事！	以至於我現在……甚至可以做到這種事！	だから、今の私には……こういうこともできるんだ！	그래서 내가 지금… 이런 일도 할 수 있거든!	So now... I can even do this!						0	
18	话音未落，里芙忽然对着面前的阴影挥拳直击。而伴随着里芙的动作，一团电光自二者头顶上方骤然降落，精准地轰击在了那团阴影上。	話音未落，里芙忽然對著面前的陰影揮拳直擊。而伴隨著里芙的動作，一團電光自二者頭頂上方驟然降落，精準地轟擊在了那團陰影上。	そう言うと、リフは目の前の影に拳を振るった。その動きに合わせて空から電光が走り、影を目がけて精確に落ちてきた。	말이 채 끝나기도 전에 리브는 문득 앞의 그림자를 향해 주먹을 휘둘렀다. 그리고 리브의 움직임과 함께 두 사람의 머리 위로 벼락이 떨어지며 그림자를 정확히 명중했다.	Before she finished speaking, Lyfe suddenly swung her arm toward the shadow in front of her. With Lyfe's movement, a ball of lightning suddenly crashed down from above, accurately hitting the shadow.						0	
