字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	世界树公司的治疗室内，两种荧光在交替闪烁着。	世界樹公司的治療室內，兩種螢光在交替閃爍著。	ユグドラシルの治療室で、二種類の明かりが交互に点灯していた。	위그드라실의 치료실에는 두 가지 형광이 번갈아 가며 반짝이고 있다.	Two types of fluorescent lights took turns flickering in the Yggdrasil medical bay.						0	
2	此刻置身于室内的每个人都脸色凝重，静静地看着躺在药液中的李秋雪。	此刻置身於室內的每個人都臉色凝重，靜靜地看著躺在藥液中的李秋雪。	部屋の中に立っている誰もが沈んだ顔で、薬液に浸っている李秋雪を眺めている。	실내에 있던 사람들은 모두 굳은 얼굴로 약액 속에 누워 있는 이초설을 조용히 바라보았다.	Everyone in the room wore serious expressions, quietly staring at Li Qiuxue as she soaked in the serum.						0	
3	呼吸机，心跳检测仪，血液过滤装置……种种器械的蜂鸣声此起彼伏——通讯器另一端的阿德里安上将看着自己的下属，皱紧了眉。	呼吸機，心跳偵測儀，血液過濾裝置……種種器械的蜂鳴聲此起彼伏－通訊器另一端的阿德里安上將看著自己的下屬，皺緊了眉。	人工呼吸器、心電計、血液濾過器……様々な機械がせわしなく音を立てている。通信機の向こう側で、エイドリアン将軍は部下の変わり果てた姿に眉をひそめた。	인공호흡기, 심장박동 측정기, 혈액 여과장치… 각종 기계의 소리가 요란했다. 통신기 너머에 있는 아드리안 장군은 자신의 부하를 바라보면서 눈살을 찌푸렸다.	The ventilator, the heart rate monitor, the blood filtration machine... Various devices beeped endlessly. On the other end of a call, General Adrian furrowed his brow as he looked at his subordinate.						0	
4	……你说要亲眼看到，现在你看到了。	……你說你要親眼看到，現在你看到了。	……将軍が見たいと仰られましたので。	… 직접 보겠다고 하셨죠? 이제 보시면 되겠네요.	...You said you wanted to see her for yourself. Now you have.						0	
5	世界树会全力保证李少校的生命安全，为她提供最好的治疗条件……	世界樹會全力保證李少校的生命安全，為她提供最好的治療條件……	ですがどうかご安心を。ユグドラシルは全力を尽くして、李少佐を治療してまいります。	위그드라실은 최선을 다해 이 소령의 생명과 안전을 보장하고, 그녀에게 최상의 치료 조건을 제공할 것입니다…	Yggdrasil will do everything in its power to ensure Captain Li's protection. She will receive the best possible treatment...						0	
6	全力保证……哼。	全力保證……哼。	全力か……フッ。	최선을 다해 보증한다고요… 흥.	Do everything in its power to ensure... Hmph.						0	
7	屏幕另一边的年迈将军似乎并不打算克制他的怒气。	螢幕另一邊的年邁將軍似乎不打算克制他的怒氣。	これだけ保証しても、年老いた将軍はまだ怒りを収めるつもりはないようだった。	화면 너머의 늙은 장군은 화를 참을 생각이 없는 듯했다.	It seemed like the aged general on the screen had no intention of holding back his anger.						0	
8	如果你们真的能保证，她就不会躺在这儿了。	如果你們真的能保證，她就不會躺在這兒了。	本当にそんな保証ができるなら、彼女はそもそも負傷せずに済んだんじゃないかね。	만약 당신들이 정말 보장할 수 있다면, 그녀는 여기에 누워있지 않았겠죠.	If you really could ensure that, she wouldn't be in this mess.						0	
9	是啊，军方如果能早点处理赫瓦雷纳的问题，她甚至都不用冒险过来。	是啊，軍方如果能早點處理赫瓦雷納的問題，她甚至都不用冒險過來。	その通りです。フワルナの件もしかり。軍で処理できていれば、彼女もわざわざエリアゼロにまで足を運ぶ必要もなかったでしょう。	그러게요, 군부가 크바레나 문제를 빨리 처리했더라면 그녀가 위험을 무릅쓰고 올 일도 없었을 텐데 말입니다.	Yes, and if the Military had taken care of Khwarenah earlier, she wouldn't have had to risk coming here.						0	
