字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
page1.1	五套牌组居然……居然都被……	五套牌組居然……居然都被……	五つのデッキが……全部……やられた……	다섯 개 덱이 전부… 전부…	No way... All five of my decks were...						0	3.5版本多诺巅峰对决剧情
page1.2	嗯，发放的奖励还算不错。	嗯，發放的獎勵還算不錯。	ふむ、報酬は悪くないな。	음, 보상도 나쁘지 않네.	Yep, and the rewards I got are pretty decent.						0	3.5版本多诺巅峰对决剧情
page1.3	但我想再向安卡希雅讨一些奖励呢。	但我想再向安卡希雅討一些獎勵呢。	でも、アカシアから個人的なご褒美も欲しいところだ。	근데 아카시아한테 보상을 좀 더 받고 싶은데.	Still, I'd like to ask for a little extra reward.						0	3.5版本多诺巅峰对决剧情
page1.4	安卡希雅从巅峰狠狠跌到谷底了哦，只能向亲爱的献上跌下谷底破碎的自己了。	安卡希雅從顛峰狠狠跌到谷底了喔，只能向親愛的獻上跌下谷底破碎的自己了。	頂点から真っ逆さまに落ちたアカシアは、砕けた自分ごと全部、あなたに捧げるしかないね。	정상에 있던 아카시아는 이미 나락으로 떨어졌어. 자기에게 줄 수 있는 건, 산산조각 난 나뿐이야.	I've fallen straight from the peak all the way to rock bottom... so all I can offer now is my rock-bottom self.						0	3.5版本多诺巅峰对决剧情
page1.5	我将欣然接受。	我將欣然接受。	喜んで受け取らせてもらおう。	기꺼이 받을게.	I'll be happy to accept that.						0	3.5版本多诺巅峰对决剧情
page1.6	其实安卡希雅玩儿得很开心吧？	其實安卡希雅玩得很開心吧？	実は今の勝負かなり楽しんでいたろ。	그래도 아카시아, 사실은 꽤 재미있었지?	You actually had a lot of fun, didn't you?						0	3.5版本多诺巅峰对决剧情
page1.7	安卡希雅俏皮地吐了个舌头。	安卡希雅俏皮地吐了個舌頭。	アカシアはぺろっと舌を出してみせる。	아카시아가 장난스럽게 혀를 내밀었다.	Acacia stuck out her tongue playfully.						0	3.5版本多诺巅峰对决剧情
page1.8	亲爱的果然什么都知道。	親愛的果然什麼都知道。	さすがあなた、何でもお見通しだ。	자기는 모르는 게 없다니까.	You really do know everything, darling.						0	3.5版本多诺巅峰对决剧情
page1.9	我喜欢收集多诺卡组，喜欢绞尽脑汁设计战术，喜欢通过对决站上顶峰。	我喜歡收集多諾卡組，喜歡絞盡腦汁設計戰術，喜歡透過對決站上頂峰。	私はね、DOROカードを集めるのも、頭をひねって戦術を組むのも、対戦で頂点に立つのも大好きなんだ。	난 도노 카드 덱을 수집하고, 열심히 전략을 짜며, 대결을 통해 정상에 오르는 게 좋아.	I love collecting Dono Card decks, racking my brain to design strategies, and dueling my way to the top.						0	3.5版本多诺巅峰对决剧情
page1.10	我怀念那些为多诺卡熬的夜，但我不喜欢那时孤独玩多诺卡的日子。	我懷念那些為多諾卡熬的夜，但我不喜歡那時孤獨玩多諾卡的日子。	DOROカードのために夜更かししてた日々は懐かしいけど、その頃の「ひとりだけのDOROカード」は、あまり好きじゃなかった。	도노 카드로 지새우던 밤이 그리운 건 맞지만, 외롭게 도노 카드를 했던 나날은 별로였어.	I miss all those nights I stayed up for Dono cards, but I don't miss the days when I played it all alone.						0	3.5版本多诺巅峰对决剧情
page1.11	但现在不一样了。	但現在不一樣了。	でも、今は違うんだ。	하지만 지금은 그렇지 않아.	But now it's different.						0	3.5版本多诺巅峰对决剧情
page1.12	真好，亲爱的可以一直陪我玩多诺卡。	真好，親愛的可以一直陪我玩多諾卡。	今は、あなたがずっと一緒にしてくれる。最高だよ。	계속 자기랑 함께 도노 카드를 할 수 있어서…	I'm so happy that you're here to play Dono cards with me.						0	3.5版本多诺巅峰对决剧情
page1.13	真好，亲爱的也喜欢多诺卡。	真好，親愛的也喜歡多諾卡。	それに、あなたがDOROカードまで気に入ってくれたのも……ずるいくらい、うれしい……もう少しだけ、このままでいよう。	그리고 자기가 도노 카드를 좋아해줘서 정말 다행이야.	And I'm so happy that you love Dono cards too.						0	3.5版本多诺巅峰对决剧情
