字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
page1.1	我现在要把一份重要的力量交给亲爱的——	我現在要把一份重要的力量交給親愛的——	それじゃあ今から、大事な力をあなたに託すね――	이제 자기한테 중요한 힘을 넘겨줄게…	Next, I'm going to entrust you with a very important power now, darling—						0	3.5版本多诺巅峰对决剧情
page1.2	什么东西？	什麼東西？	どんな力？	뭔데?	What is it?						0	3.5版本多诺巅峰对决剧情
page1.3	这可是能在多诺对决中搅弄风云超强力技能！我把这个技能命名为<orange>食指技</>。	這可是能在多諾對決中攪弄風雲的超強力技能！我把這個技能命名為<orange>食指技</>。	DORO対決で盤面ひっくり返せる超必殺スキル、その名は<orange>指先技</>！	이건 도노 대결에서 전세를 뒤집을 수 있는 초강력 스킬이야! 이름하여, <orange>검지 스킬</>.	Something incredibly powerful that can completely turn the tides in a duel! I've named it... <orange>active ability</>!						0	3.5版本多诺巅峰对决剧情
page1.4	这是令人意外的朴素呢……	真是令人意外的樸素呢……	ずいぶん素朴なネーミングだな。	스킬 이름이 의외로 소박하네…	That's a... surprisingly simple and straightforward name...						0	3.5版本多诺巅峰对决剧情
page1.5	名字朴素点没事，技能好用就行了。这可是能在关键时刻有机会扭转战局的重要技能。	名字樸素點沒關係，技能好用就好了。這可是能在關鍵時刻有機會扭轉戰局的重要技能。	名前は地味でも強ければ正義だよ。勝負を一気にひっくり返せる切り札なんだから。	이름이 소박하면 어때, 성능만 좋으면 되지. 이건 결정적인 순간에 전세를 뒤집을 수 있는 중요한 스킬이라고.	Meh, it's not about how flowery a skill is called, but how good it is. A well-used active skill can really turn things around in critical moments.						0	3.5版本多诺巅峰对决剧情
page1.6	我该怎么使用呢？	我該怎麼使用呢？	どう使えばいい？	어떻게 사용하는 건데?	Then how do I use it?						0	3.5版本多诺巅峰对决剧情
page1.7	只要亲爱的在对决中，饱含信念感大喊出食指技的名字，然后再按下技能的按钮，就有机会扭转战局！	只要親愛的在對決中，飽含信念感大喊出食指技的名字，然後再按下技能的按鈕，就有機會扭轉戰局！	対決中に信念こめて技名を叫んでからスキルボタンを押せば、勝負をひっくり返せるチャンスが来る！	자기가 대결에서 신념을 담아 검지 스킬의 이름을 크게 외치고 스킬 버튼을 누르면, 전세를 뒤집을 기회가 찾아올 거야!	All you need to do is shout out its name with full conviction... and press the skill button. That'll give you the opportunity to flip the duel!						0	3.5版本多诺巅峰对决剧情
page1.8	信念感和大喊有必要吗？！	信念感和大喊有必要嗎？！	その信念とか叫ぶのって、本当に必要なのか！？	신념이랑 크게 외치는 게 꼭 필요해?!	Are the shouting and conviction parts really necessary?						0	3.5版本多诺巅峰对决剧情
page1.9	很重要。	很重要。	めちゃ大事！	얼마나 중요한데.	Absolutely.						0	3.5版本多诺巅峰对决剧情
page1.10	不会是只需要按技能按钮吧？	不會是只需要按技能按鈕吧？	結局、ボタン押すだけで発動したりしないよな？	그냥 스킬 버튼만 누르면 되는 거 아니야?	I have a feeling it's actually pressing the button that matters.						0	3.5版本多诺巅峰对决剧情
page1.11	嘻嘻。	嘻嘻。	エヘッ。	히히.	Heehee.						0	3.5版本多诺巅峰对决剧情
page1.12	少女小手握拳佯装敲着自己的额头，吐出粉粉的舌头尖，对我做了个可爱的鬼脸。	少女小手握拳佯裝敲著自己的額頭，吐出粉粉的舌頭尖，對我做了個可愛的鬼臉。	少女はこぶしでおでこをコツンと叩き、舌をちょろっと出して愛嬌たっぷりの変顔をしてみせた。	작은 손으로 주먹을 쥔 채 제 이마를 때리는 시늉을 한 소녀는 혀끝을 살짝 내밀고 내게 귀여운 표정을 지어 보였다.	She made a tiny fist and playfully bonked herself on the head, then stuck out the tip of her pink tongue and gave me an adorable look.						0	3.5版本多诺巅峰对决剧情
