字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		噔噔！芙提雅老师灵光一闪，终于设计出了史诗级的绝密防护！之后谁也别想偷偷碰我的私藏！	0	3.6版本随机剧情
page1.2	H主角		什么私藏？让我看看，是不是又买了一些新品小零食？	0	3.6版本随机剧情
page1.3	H芙提雅		才不是零食呢，这里面装的全是本世纪最最珍贵的藏品——	0	3.6版本随机剧情
page1.4	H芙提雅		比如，分析员去年团建睡着的照片、分析员写的战术装甲优化反馈、还有……	0	3.6版本随机剧情
page1.5	H主角		等等！我想知道你给这些东西加了些什么防护？	0	3.6版本随机剧情
page1.6	H芙提雅		目前还在设计阶段，我只告诉分析员一个人，要保密哦~	0	3.6版本随机剧情
page1.7	H芙提雅		第一重防护：需要填写分析员左眼第三根睫毛的长度数据！误差不能超过0.5纳米！	0	3.6版本随机剧情
page1.8	H主角		这怎么可能测得准？！	0	3.6版本随机剧情
page1.9	H芙提雅		昨天趁你午睡时我已经采集好数据啦～不过如果睫毛掉了的话，请务必使用芙提雅牌睫毛生长液哦！	0	3.6版本随机剧情
page1.10	H芙提雅		唉……长高高的生长液毫无进展，但睫毛生长液倒是很快研制出来了呢!	0	3.6版本随机剧情
page1.11	H主角		那……第二重呢？	0	3.6版本随机剧情
page1.12	H芙提雅		全球独家的双声道声纹解锁！需要分析员用High C唱出“芙提雅老师最棒”并叠加我独一无二的和声！	0	3.6版本随机剧情
page1.13	H主角		一定要这么高难度吗？第三重该不会是要我的DNA了吧……	0	3.6版本随机剧情
page1.14	H芙提雅		怎么可能！芙提雅老师最多也就是想……想录制一段分析员看向我时的心跳声。	0	3.6版本随机剧情
page1.15	H芙提雅		用这段心跳声，来生成世上独一无二的爱的密匙！当然，如果你不愿意的话……	0	3.6版本随机剧情
page1.16	H主角		我愿意！	0	3.6版本随机剧情
page1.17	H芙提雅		好极了！不过，鉴于录制心跳需要一个安静的环境，分析员，你得把你今晚的私人时间都留给我哦！	0	3.6版本随机剧情
