字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		小琴诺，感觉你最近心情不错。		
page0.2	H主角		你和莫尔索的关系还好吗？		
page0.3	H琴诺		唔，莫尔索她，最近总是说困，已经很久没找过我了。		
page0.4	H琴诺		一开始，我还是有一点不适应。		
page0.5	H琴诺		不过，我知道莫尔索一直都在。		
page0.6	H琴诺		就像是出任务的时候，分析员一直是我们坚强的后盾一样。		
page0.7	H主角		嗯？哈哈，这些都是我的分内之事。		
page0.8	H主角		你这么说，搞得我有点不好意思了。		
page0.9	H琴诺		啊啊啊啊！对不起，是琴诺说、说错话了。		
page0.10	H琴诺		对不起对不起，是琴诺让分析员不舒服了。		
page0.11	H主角		别道歉啊小琴诺，我并没有不舒服，只是感到欣慰。		
page0.12	H主角		能被伙伴依靠，是值得开心的事啊。		
