字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		我看了最近的工作排期，你的假期挺多的。		
page0.2	H主角		怎么待在基地，不出去度个假？		
page0.3	H妮塔		太久没出任务，再这样闲下去，感觉身体都要生锈了。		
page0.4	H妮塔		来，分析员，陪我练练！		
page0.5			两小时后		
page0.6	H妮塔		分析员，没想到你的反应能力这么强！		
page0.7	H妮塔		居然能闪掉我的攻击，瞬间摆正身形并打出进攻，太漂亮了！		
page0.8	H主角		别太小看曾经的安全部主管。		
page0.9	H主角		你想说什么就直说吧，兜圈子可不是你的风格。		
page0.10	H妮塔		哈哈……果然瞒不过分析员。		
page0.11	H妮塔		之前偶然间听到后勤部的同事抱怨，说之前出任务时我的战备消耗超出预期，还总有额外的公共设施损坏赔付什么的……		
page0.12	H妮塔		明明进公司签合同时说好让我放手干就行的！		
page0.13	H妮塔		嘿嘿……该不会因为这些影响了我在内部的评价吧？		
page0.14	H主角		你有你自己的特点，无需在意他人。谨小慎微就不是妮塔了。		
page0.15	H妮塔		既然分析员这么说，那我就放心了。		
page0.16	H妮塔		我已经做好“四手准备”，要大干一场了！		
