字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H安卡希雅		分析员忙吗？找你有点事。		
page0.2	H主角		你说。		
page0.3	H安卡希雅		要不要和我一起做点很厉害的事情？		
page0.4	H安卡希雅		是那种，不太轻易能完成的事情。		
page0.5	H主角		难道是……		
page0.6	H主角		拯救世界什么的？		
page0.7	H安卡希雅		那个不算，那种是终极目标。		
page0.8	H安卡希雅		在我这只能算个常规成就而已。		
page0.9	H主角		成就？		
page0.10	H安卡希雅		嗯，我正在整理我的人生成就列表，想邀请分析员一起。		
page0.11	H安卡希雅		可以的话，给我的成就列表提点建议。		
page0.12	H主角		怎么突然开始研究这个？		
page0.13	H安卡希雅		前段时间，我达成了第五百个游戏的全成就奖励。		
page0.14	H安卡希雅		然后突然想到，我的人生，好像也应该有一份成就列表。		
page0.15	H安卡希雅		能达到人生全成就的，才是极致的玩家。		
