字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H妮塔		这件轻飘飘的……		
page0.2	H妮塔		这个用料也太少了吧！一点都不划算。		
page0.3	H妮塔		我的天，价格也太贵了，抢钱啊！		
page0.4	H主角		在烦恼什么呢？		
page0.5	H妮塔		不知道该买哪件泳装……		
page0.6	H主角		我们不是刚从雅卢岛回来吗？之后好像没有去海岛的日程了。		
page0.7	H妮塔		我这是提前做好准备，说不准什么时候就有机会穿了。		
page0.8	H主角		你迟迟选不出来，看来还是没有喜欢的款式。		
page0.9	H主角		那就没必要强迫自己买。		
page0.10	H妮塔		可是，在雅卢岛的时候，分析员好像很喜欢大家穿泳装的样子。		
page0.11	H妮塔		那天，是不是只有我扫兴了？		
page0.12	H主角		不不不……身穿潜水衣的妮塔是惊喜。		
page0.13	H妮塔		真的吗！		
page0.14	H妮塔		那我还是再看看，万一有合适的呢~		
