字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H姬辰星		……		
page0.2	H主角		你在这里啊，看你一脸凝重的样子，有什么不对吗？		
page0.3	H姬辰星		安卡希雅管这台机器叫“抓娃娃”机。		
page0.4	H姬辰星		如果我没记错的话，这是几十年前流行的一种娱乐设备。		
page0.5	H姬辰星		通过支付一定代价获取操控机械爪的次数，然后看准时机找准位置放下机械爪。		
page0.6	H姬辰星		因为机械爪的抓力故意被设计的很弱，因此想要抓到娃娃技巧和运气缺一不可。		
page0.7	H主角		你想要试试吗？		
page0.8	H姬辰星		这台只是复刻了抓娃娃机外形的室内装置，并不具备实际功能。		
page0.9	H姬辰星		我只是在脑内模拟如果让我操作真正的抓娃娃机会怎样……		
page0.10	H主角		辰星的话一定没有问题。		
page0.11	H姬辰星		不，感觉抓娃娃和推沙雕有些类似，需要微妙的手感。		
page0.12	H姬辰星		我虽然能够理解原理，但缺乏实践，恐怕要反复练习才能掌握技巧。		
page0.13	H主角		……		
page0.14	H主角		（看来她还是在意雅卢岛上堆沙雕的事情。可见，记性太好，有时候确实不是一件好事。）		
