字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H茉莉安		呀，分析员，好久不见。	0	
page0.2	H主角		是茉莉安啊，你刚回来吗？	0	
page0.3	H茉莉安		嗯嗯，是的。	0	
page0.4	H主角		你这次返回家里，刚好错过海岛旅行，有些可惜了。	0	
page0.5	H茉莉安		在家族中，这种事情总是难免的。	0	
page0.6	H主角		那你这次回去是有什么大事吗？	0	
page0.7	H茉莉安		没有，只是回去参加一些家族聚会，见一见合作伙伴。	0	
page0.8	H茉莉安		虽然是我的分内之事，但偶尔也会有些厌倦这样的社交应酬。	0	
page0.9	H主角		如果需要频繁参加的话，是挺麻烦。	0	
page0.10	H茉莉安		如果可以的话，真希望能和分析员一起去参加聚会呢。	0	
page0.11	H茉莉安		啊，我这么说是不是太自以为是了……	0	
page0.12	H主角		没事，我倒没有很排斥这些。	0	
page0.13	H主角		有机会的话，一起去吧。	0	
page0.14	H茉莉安		嗯！谢谢分析员。	0	
