字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H肴		唉……	0	
page0.2	H肴		唔……	0	
page0.3	H肴		啊……	0	
page0.4	H主角		我如果不来找你搭话，你会不会一整天都摊在这里不动？	0	
page0.5	H肴		就知道分析员最懂我了。	0	
page0.6	H主角		看了这么多次，能不懂吗？	0	
page0.7	H主角		假期一结束，你总有几天是这种状态。	0	
page0.8	H肴		从悠闲舒适的生活一下子回到这种打工的苦日子，我绝不可能保持稳定的情绪。	0	
page0.9	H主角		但好像只有你……	0	
page0.10	H肴		不，不对。你们才是异类。怎么可能有正常人瞬间恢复到工作状态？	0	
page0.11	H肴		你们习惯了度假的身体，不会哀嚎吗？	0	
page0.12	H肴		我的每一根神经，现在都在挣扎、抗拒。	0	
page0.13	H主角		抗拒你在假期前搁置的工作？	0	
page0.14	H肴		……	0	
page0.15	H主角		别躺了，赶快去工作吧。	0	
