字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H晴		哦，这不是分析员吗？		
page0.2	H主角		是晴啊，这个时间难得在大厅看到你。		
page0.3	H晴		今天有个很重要的任务，我本不该在此久留。		
page0.4	H晴		但刚才却接到通知说任务延后了，即使做好了万全的准备，也只能在这里等着。		
page0.5	H晴		稍微有点不爽啊。		
page0.6	H主角		你说的该不会是协助安全部的治安任务？		
page0.7	H主角		据我所知，她们在执行优先级更高的任务。换句话说，你被鸽了。		
page0.8	H晴		被鸽了？		
page0.9	H晴		我倒是觉得，约好的事情，要是被修改了时间，也应该算是一种“迟到”吧？		
page0.10	H晴		但从公司的规章来说，却挑不出什么毛病。		
page0.11	H晴		分析员你觉得呢？		
page0.12	H主角		严格来说，确实是这样。		
page0.13	H主角		但任务得根据实际情况变化，这对于我们来说也是家常便饭了。		
page0.14	H晴		没错，我明白。		
page0.15	H晴		但心里还是会不爽。		
page0.16	H主角		或许我可以提提意见，这种跨部门联合行动要求上面尽量提前通知？		
page0.17	H晴		如果上面能听，那就再好不过了。		
page0.18	H晴		谢谢你听我抱怨，不过我现在还是得出发了。		
page0.19	H晴		就算是对方修改了时间，我也不想迟到呢。		
aside01			晴认真确认了一下时间，点头对分析员致意，离开了。		
