字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H瑟瑞斯		唔……	0	
page0.2	H瑟瑞斯		嗯……	0	
page0.3	H主角		瑟瑞斯，你在找什么东西吗？	0	
page0.4	H瑟瑞斯		我应该是在找什么东西……吧？	0	
page0.5	H主角		你又忘了吗？	0	
page0.6	H瑟瑞斯		嗯，我在大厅走来走去应该是有原因的。	0	
page0.7	H瑟瑞斯		但我走了几圈以后，就完全不记得了。	0	
page0.8	H主角		如果没有用录音笔记下来的话，应该不是什么大事。	0	
page0.9	H瑟瑞斯		对哎，分析员好聪明。	0	
page0.10	H主角		我在沙发这里也坐了一会儿了，也没看到你掉了什么东西。	0	
page0.11	H瑟瑞斯		这样吗，唔，那到底是为什么呢？	0	
page0.12	H主角		我想想，也许关键不在原因，而是在行为。	0	
page0.13	H主角		有没有可能，你只是吃完了东西，想在大厅散散步？	0	
page0.14	H瑟瑞斯		！！！好像真的是！	0	
page0.15	H瑟瑞斯		谢谢你，分析员，不然我应该会困惑好久了。	0	
page0.16	H主角		没事，不过看来下次这种小事最好也记一下吧。	0	
