字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		那个，晴，我想跟你确定一下下次义肢护理的时间。		
page0.2	H晴		啊……是分析员啊。		
page0.3	H晴		我这难道是……睡着了。		
page0.4	H主角		嗯，我打扰到你了吗？		
page0.5	H晴		不会不会，要是就这样睡过去……迟到，失去荣耀……		
page0.6	H晴		那才是最恐怖的事情。		
page0.7	H晴		谢谢你，分析员。		
page0.8	H主角		小事儿。		
page0.9	H晴		不过，你刚才说预约时间是吧。		
page0.10	H晴		分析员对时间有要求吗？		
page0.11	H主角		我这边倒还好。		
page0.12	H晴		那……能不能麻烦安排在晚上十一点之后呢？		
page0.13	H晴		虽然这么说有点自私，但最近的安排的确……有点紧密。		
page0.14	H晴		有不少新人向我咨询。		
page0.15	H主角		我这边没事，只是……		
page0.16	H主角		感觉你需要好好休息。		
page0.17	H晴		我吗？我没问题的。		
page0.18	H晴		能被大家所倚靠，是我的荣幸。		
page0.19	H晴		所以我这不也倚靠着分析员嘛……今天晚上就拜托了。		
page0.20	H主角		这可是大厅，别说这种容易让人误会的话喂！		
