字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1			恩雅在投影墙面前停留了很久……	0	
page0.2	H主角		看什么呢，那么入神？	0	
page0.3	H恩雅		最近大家的任务排得很满，原本就有点冷清的基地更安静了。	0	
page0.4	H恩雅		好像连这片树林的投影，看起来都更冷了。	0	
page0.5	H主角		要不然，还是考虑养一只斯芬克斯猫，让它陪陪你。	0	
page0.6	H主角		我也会抽出时间帮你一起照顾的。	0	
page0.7	H恩雅		但我离开的时候，小家伙也会感到寂寞吧。	0	
page0.8	H恩雅		这样岂不是对它很不公平？	0	
page0.9	H主角		那么……金鱼呢？它记不住事情，也就不会感到寂寞了。	0	
page0.10	H恩雅		海姆达尔已经有一只可爱的小金鱼了~	0	
page0.11	H主角		寄居蟹呢？没准还能看到它们搬家的样子呢。	0	
page0.12	H恩雅		唔，好像不错呢~	0	
page0.13			和恩雅聊了很久异宠的话题。	0	
