字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H茉莉安		分析员，早安。	0	
page0.2	H主角		早啊，茉莉安。	0	
page0.3	H主角		看你的样子，这么早就要出门吗？	0	
page0.4	H茉莉安		嗯，刚刚接到了一个缓冲区的任务。	0	
page0.5	H茉莉安		我到餐厅这边来拿一份早餐，然后就出发了。	0	
page0.6	H主角		任务吗？	0	
page0.7	H主角		要不我和你一起去吧。	0	
page0.8	H茉莉安		哎？不，不用了，只是一个很简单的任务而已。	0	
page0.9	H主角		很简单的话，你能保证安然无恙地回来吗？	0	
page0.10	H茉莉安		这个……	0	
page0.11	H茉莉安		如果是分析员的要求的话，我会尽量……	0	
page0.12	H主角		不是尽量，是一定要保护好自己。	0	
page0.13	H茉莉安		唔！	0	
page0.14	H茉莉安		我明白了，我会听分析员的。	0	
