字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		猫汐尔，资源部那边说有你的包裹，记得去拿。	0	
page0.2	H猫汐尔		好的喵。	0	
page0.3	H主角		猫汐尔，资源部，包裹。	0	
page0.4	H猫汐尔		好的喵。	0	
page0.5	H主角		猫汐尔。	0	
page0.6	H猫汐尔		是有我的包裹吗？	0	
page0.7	H主角		你也知道啊，你到底从雅卢岛带了多少东西回来？	0	
page0.8	H猫汐尔		海螺，树果，花瓣，石头……	0	
page0.9	H主角		前面的我都能接受，石头是？	0	
page0.10	H猫汐尔		从祭坛遗迹下面挖出来的。	0	
page0.11	H主角		……行，那这些东西一个箱子就能带走了吧，为什么寄回来这么多包裹？	0	
page0.12	H猫汐尔		我还灌了三桶岛上的水回来。	0	
page0.13	H猫汐尔		分别是海水、山泉水和雨水，很有价值的喵。	0	
page0.14	H主角		真不愧是你。	0	
