字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H琴诺		分析员，谢谢你！		
page0.2	H主角		好突然，是我做了什么？		
page0.3	H琴诺		分析员送了很大的、很大的冰箱！		
page0.4	H主角		看来小琴诺有好好使用，你能喜欢我就安心。		
page0.5	H琴诺		琴诺，非常喜欢！		
page0.6	H琴诺		而且，分析员送了冰箱之后，除了瑟瑞斯，居然有其他队员来找我一起吃饭！		
page0.7	H主角		（啊？智能冰箱还有这种神奇的功能吗？）		
page0.8	H主角		（连琴诺做的食物都能拯救？）		
page0.9	H琴诺		然后……我想……分析员能不能也来，一起吃饭……		
page0.10	H主角		好、好吧。我确实有点想尝尝！		
page0.11	H主角		（再给琴诺一次机会吧……）		
page0.12	H琴诺		太好啦！正好冰箱里保存的成品都被吃空了。		
page0.13	H琴诺		给分析员的食物，琴诺一定认认真真亲手做！		
page0.14	H主角		我好像跳进了一个很大的坑……		
