字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H晴		分析员也想来喝点什么吗？		
page0.2	H主角		嗯，今天稍微有点闲，准备来杯抹茶拿铁。		
page0.3	H晴		抹茶拿铁，的确是比较适合闲暇时间的饮料。		
page0.4			晴说着的时候，冰美式已经喝下去了大半。		
page0.5	H主角		会不会喝得太快了？		
page0.6	H晴		不会，毕竟这东西对我来说，只是用来提神醒脑的。		
page0.7	H晴		等会儿还要赶一个任务，不得已……		
page0.8	H主角		那下次闲下来了，要不要也尝尝抹茶拿铁。		
page0.9	H主角		是这里的招牌之一。		
page0.10	H晴		不了，我不太喜欢这个味道。		
page0.11	H晴		而且喝完这种甜甜的东西，很奇怪，反而会比较容易睡觉……		
page0.12	H晴		要是因此耽误事情了，我会很讨厌我自己的。		
page0.13	H主角		下次试试找一款属于你的饮料呗？		
page0.14	H晴		不必了，分析员，我喝这个就挺好。		
page0.15	H主角		晴你不会其实对咖啡不太了解吧？		
page0.16	H晴		嗯……？		
page0.17	H晴		如果有必要的话，我会去了解一下的。		
page0.18	H晴		但我确定，应该不是现在……		
