字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		怎么突然把我叫到这里？		
page0.2	H姬辰星		分析员最近皱眉的频率又增高了。		
page0.3	H姬辰星		而且，从昨天早上开始，你就经常会扶着额头。		
page0.4	H姬辰星		这是你感到疲惫的表现。		
page0.5	H主角		最近的工作确实让人头痛。		
page0.6	H姬辰星		所以，我才把你叫到这里来。		
page0.7	H姬辰星		你先闭上眼睛，深呼吸。		
page0.8	H姬辰星		尽量放空，什么都不要想。		
page0.9			半炷香时间过后		
page0.10	H姬辰星		怎么样？		
page0.11	H姬辰星		有没有感觉轻松一些？		
page0.12	H主角		嗯，的确。		
page0.13	H姬辰星		这是专门用来提神养神的一种熏香。		
page0.14	H姬辰星		下次，分析员觉得劳累的时候，可以试试。		
page0.15	H姬辰星		如果有我能帮上忙的地方，随时来找我。		
