字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page0.1	H主角		嗯……	0	
page0.2	H芙提雅		分析员！你在想什么呢？	0	
page0.3	H芙提雅		有什么需要芙提雅老师帮忙的吗？	0	
page0.4	H主角		也没什么，就是感觉最近很难集中注意力。	0	
page0.5	H主角		就像刚才这样，很容易就发呆放空了。	0	
page0.6	H芙提雅		我想想，是不是分析员最近工作太多了呢？	0	
page0.7	H主角		这倒是，毕竟事情不会在度假期间自己解决。	0	
page0.8	H主角		从雅卢岛回来以后，工作简直是翻倍的多。	0	
page0.9	H芙提雅		这样的话，应该有两个原因让你注意力涣散。	0	
page0.10	H芙提雅		一个是事情太多不知道先做什么好了，另一个是休息时间太少。	0	
page0.11	H主角		嚯，还真是一针见血的点评。	0	
page0.12	H芙提雅		嘿嘿，这可是在卫城学院期间学到的时间管理法则。	0	
page0.13	H芙提雅		这样吧，芙提雅老师来帮你做好接下来一周的任务排期吧。	0	
page0.14	H芙提雅		至于休息，就只能看你自己的咯。	0	
page0.15	H主角		小太阳，你真是我的救星。	0	
page0.16	H芙提雅		小事一桩啦。	0	
