字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			返回基地的时候，我看到小老师站在过道上盯着通讯终端发呆。		
page1.2			去问问是什么情况吧。		
page1.3	H主角		芙提雅在看什么？		
page1.4	H芙提雅		是分析员啊，我在统计聊天记录。		
page1.5	H主角		聊天记录？		
page1.6	H芙提雅		嗯啊，和分析员的聊天记录。		
page1.7	H主角		芙提雅统计这个做什么？		
page1.8	H芙提雅		这样方便直观看出分析员都什么时候找我聊天，也方便芙提雅老师合理安排时间。		
page1.9	H芙提雅		……以免分析员需要芙提雅老师的时候找不到！		
page1.10	H主角		芙提雅真是可靠。		
page1.11	H芙提雅		嘿嘿，是吧。		
page1.12	H芙提雅		分析员需要芙提雅老师统计下你的聊天记录吗？也帮你安排下时间！		
page1.13	H主角		……我，我就算了吧。		
page1.14			很难想象我的聊天记录全部统计出来，会形成怎样可怕的图表。		
