字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			午餐时间，妮塔一个人独自坐了很久却不吃东西，不知道是什么情况。		
page1.2			真让人在意，去看看吧。		
page1.3	H主角		妮塔。		
page1.4	H妮塔		是分析员啊。		
page1.5	H主角		妮塔有什么想吃的吗？我请客。		
page1.6	H妮塔		真的吗？那给我来个……等等！！我还是不要了。		
page1.7	H主角		为什么不要了？		
page1.8	H妮塔		明天有大胃王比赛。我为了准备明天的比赛，可是努力饿了一天，可不能现在破功。		
page1.9	H妮塔		旧时代有人画饼充饥，今天也有我妮塔看别人吃饭假装吃饱！		
page1.10	H主角		……		
page1.11	H妮塔		只要完成明天的比赛，既能一次吃饱两天不用吃饭，还能拿到奖金，双赢！		
page1.12	H主角		双赢可不是这种用法……		
page1.13	H妮塔		啊？双赢难道不是我一个人赢两次的意思吗？		
page1.14	H主角		当然不是……		
page1.15	H妮塔		哎呀，那是我一直用错词了？		
page1.16	H主角		词的问题不重要，妮塔你饿了一整天真的没问题吗？		
page1.17	H妮塔		只是饿一天而已，当然没问题啊。我小时候就是饿一顿饱一顿过来的，现在不也挺好的。		
page1.18	H妮塔		呃，分析员你干嘛露出这副好像我马上就要死掉的担心表情……		
page1.19	H妮塔		你就放心吧！等我拿到奖金，肯定会好好吃饭的，到时候再请分析员去吃几顿好的！		
page1.20	H主角		不行，你必须现在就跟我去吃饭。		
page1.21	H妮塔		诶诶诶，为什么？		
page1.22	H主角		你过去饿一顿饱一顿，是那时候没人照顾，现在既然我是你的分析员，就不会让你挨饿。		
page1.23	H妮塔		哎呀，我又不是真吃不饱饭要挨饿。		
page1.24	H妮塔		奖金可是不少钱！我赢了和你平分！		
page1.25	H主角		多少钱都不行。		
page1.26	H妮塔		哎哎哎，好吧我知道了，分析员你轻点……我怕我弄伤你，我跟你走就是了……		
