字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H瑟瑞斯		好紧张，好紧张~		
page1.2	H主角		瑟瑞斯在紧张什么？		
page1.3	H瑟瑞斯		小琴诺想要参加厨艺比赛，她邀请我去做她的助手。		
page1.4	H主角		……啊？		
page1.5	H主角		所以瑟瑞斯是答应了吗？		
page1.6	H瑟瑞斯		嗯，小琴诺觉得我很有天赋。		
page1.7	H瑟瑞斯		正好我有空，就去帮她！		
page1.8	H瑟瑞斯		虽然偶尔会忘记有没有放过调料这种事情，但是我会努力的。		
page1.9	H瑟瑞斯		而且小琴诺也说了她会提醒我，应该没有问题。		
page1.10	H主角		……瑟瑞斯对小琴诺的厨艺是怎么看的？		
page1.11	H瑟瑞斯		她邀请我参赛的那天还让我品尝了她的手艺，可惜我有些记不清了。		
page1.12	H瑟瑞斯		不过她很认真，肯定很厉害吧。		
page1.13	H主角		……嗯。我大概理解了，有些痛苦的记忆，确实是没必要保留的。		
page1.14	H瑟瑞斯		痛苦的记忆？		
page1.15	H主角		没什么。		
page1.16	H瑟瑞斯		那，那个，我听说……分析员也答应了小琴诺一起去。		
page1.17			她用期待的目光看着我，手指在身前不自觉绞动着。		
page1.18	H主角		我带着坚定的信念点了点头。		
page1.19			瑟瑞斯双眼亮晶晶，突然羞涩又兴奋地抱住了我的胳膊。		
page1.20	H瑟瑞斯		太好了~		
page1.21	H瑟瑞斯		果然我的录音还是留下了关键信息的。虽然录下的声音很奇怪……		
page1.22	H主角		什么？		
page1.23	H瑟瑞斯		没什么，我是想说……有分析员陪着，我就一点不紧张了！		
