字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H凯茜娅		分析员，过几天在基地外面有场演出，你猜谁还没有收到邀请？		
page1.2	H主角		不会就是我吧。		
page1.3	H凯茜娅		答对了，分析员，有奖励哦。		
page1.4	H主角		奖励就是演出的邀请函？		
page1.5	H凯茜娅		真聪明。		
page1.6	H主角		毕竟大家都去看，总不能我一个缺席。		
page1.7			凯茜娅没有说话，只是带着促狭的浅笑，将一张卡片塞到我的手中。		
page1.8	H主角		等等！……这个是什么？？		
page1.9	H凯茜娅		我的房卡。		
page1.10	H主角		你的房卡？！		
page1.11	H凯茜娅		嘘，分析员现在激动还太早了，把你的兴奋留在那天晚上吧。		
page1.12	H主角		等等……不该是大家一起去看外面的演出吗？		
page1.13	H凯茜娅		嗯哼，正是因为大家都去外面看演出了，所以才不会有人打扰分析员来我房间欣赏单独的演出啊。		
page1.14	H凯茜娅		分析员，可要好~好~抓~住这个机会哦~❤		
