字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			猫汐尔好像在很入神地研究什么。		
page1.2	H主角		猫汐尔在看什么呢？		
page1.3	H猫汐尔		我在研究灵魂吸取器喵。		
page1.4	H主角		灵魂吸取器？？		
page1.5			我们的科技已经开始向着这种玄学方向发展了吗？		
page1.6	H猫汐尔		就是这个。		
page1.7			她给我的通讯终端发了个视频，视频中猫汐尔说的灵魂吸取器像是一个从中间裂开的打蛋器。		
page1.8			或者更准确些描述，那就是一个爪式按摩器。		
page1.9			被那特殊装置控制住的是一只眼神迷离，无法动弹的猫咪。		
page1.10	H主角		这，这就是灵魂吸取器？？		
page1.11	H猫汐尔		是的喵。		
page1.12	H主角		猫汐尔的表情异常认真。		
page1.13	H猫汐尔		虽然看上去很简陋，没有技术含量，但我觉得这个装置应该隐藏了什么我不知道的技术喵。		
page1.14	H主角		也……也许它就像是表面看上去那么简单。		
page1.15	H猫汐尔		简单的东西，往往才是复杂的东西喵。		
page1.16	H主角		……啊？		
page1.17	H猫汐尔		我一定会研究出来的，灵魂吸取器的秘密。		
page1.18			猫汐尔没有更多解释的想法，只是很坚定的立下决心。		
page1.19	H猫汐尔		等我研制出来，可以拜托分析员配合我实验吗？		
page1.20			我稍微畅想了下猫汐尔被灵魂吸取器控制的可爱模样。		
page1.21	H主角		……等你研制出的那天，请务必告诉我。		
