字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		肴，你上午就躺这了吧。		
page1.2	H肴		你错了，分析员。		
page1.3	H主角		难道我上午看错了吗……？		
page1.4	H肴		我昨天下午就躺这了。		
page1.5	H主角		？？？？		
page1.6	H主角		所以你是在这里躺了一晚？没有回房间吗？		
page1.7	H肴		本来想回，但是太困了懒得回去。		
page1.8	H主角		你不会打算把这几天假期就这样躺过去吧……不想趁着放假做些什么吗？		
page1.9	H肴		完全不想。		
page1.10	H肴		放假不就该这样随心所欲吗，要是放假还成天想着什么都没做浪费了时间，那和没放假有什么区别。		
page1.11			我好像找不到反驳的理由……		
page1.12	H肴		当然了，偶尔躺久了，我也会生出想做什么的冲动。		
page1.13	H肴		好在我比较克制，每次有这种冲动都能压制下来。		
page1.14	H主角		我觉得你可能对“克制”可能有某种误解……		
page1.15	H肴		总之，借着这份克制，我其实是积攒了不少正向积极的能量的，只是这些能量必须节省下来用在关键时候的。		
page1.16	H主角		更关键的时候是指……		
page1.17			我很难想象肴会积极主动的去做什么事情。		
page1.18	H肴		比如去领工资就必须用上这份积极向上的能量！还有……做那种事的时候？		
page1.19	H主角		……？？？		
