字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		辰星，最近公司发布任务的好像有些问题，总是发生各种意外。		
page1.2	H姬辰星		是情报渠道出了问题吗？		
page1.3	H主角		所有环节都没有问题，但任务就是会有意外发生。		
page1.4	H姬辰星		分析员找我聊这个，是希望我做什么？		
page1.5	H主角		我听说朔州人都对风水很有研究，辰星要不要帮忙看看公司的风水。		
page1.6	H姬辰星		？？？		
page1.7	H姬辰星		我不会风水。		
page1.8	H主角		不是说朔州人都是风水行家吗？		
page1.9	H姬辰星		那分析员知道朔州人家家户户都骑着竹熊上学吗？		
page1.10	H主角		还有这种事？？？		
page1.11	H姬辰星		当然没有！我的意思是……请不要对朔州人有太多的刻板印象。		
page1.12			辰星说着端了一壶烧开的热水离开了。		
page1.13			喝水只喝热水或者凉白开，也是朔州的习惯……这个算是刻板印象吗？下次问问吧。		
