字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H晴		分析员。		
page1.2			刚回到基地不久，晴就找到了我。		
page1.3	H晴		分析员有空帮我看下最近的训练计划吗？		
page1.4	H主角		嗯，我看看。		
page1.5			我看着晴的训练安排表，上面密密麻麻一连串的训练项目，光是看着就让人喘不过气来。		
page1.6	H主角		这训练计划是……		
page1.7	H晴		最近我的体能训练的到瓶颈期了，一直没法提升，想要突破一下，就想着加大些训练量。		
page1.8	H晴		分析员觉得这样安排有问题吗？		
page1.9			何止是有问题……		
page1.10			在我看来，晴的瓶颈根本就不是增加训练量能解决的，而是她日常训练太刻苦根本没给身体恢复到巅峰的机会。		
page1.11	H主角		晴要不要换个角度思考下呢？		
page1.12	H晴		换个角度？分析员的意思是……啊，我明白了！		
page1.13	H主角		你明白就好。		
page1.14	H晴		分析员是想说……像是正常跑步的这种太简单了，我应该考虑换成倒立跑圈之类的？		
page1.15	H主角		？？？？？？		
page1.16			你到底明白了什么啊？！		
page1.17	H晴		这样想的话总是正常俯卧撑加负重确实也太简单了，或者俯卧撑的方式也可以换一种角度？		
page1.18			晴满脸兴奋的拿着她的训练计划就要去做修正。		
page1.19			我抬起手想要叫住她，可最终又放了下来。		
page1.20			就算我让她休息，她也未必愿意老实执行，还是等她训练开始的时候强制带她去放松好了。		
