字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		分析员，我前几天不小心弄丢了一些收藏品。如果你在地上看到了一些没见过的瓶盖，可以找我来兑换东西。		
page1.2	H主角		可以兑换什么？		
page1.3	H安卡希雅		谢谢……		
page1.4	H主角		只是兑换一句感谢吗？		
page1.5	H安卡希雅		谢谢惠顾。		
page1.6	H主角		？？？？		
page1.7	H安卡希雅		也可以是再来一瓶。如果这个时代还能找到那些饮料的生产线的话。		
page1.8	H安卡希雅		不要这么看我，那些瓶盖上就是这样的奖励。		
page1.9	H安卡希雅		我只是想收集那些瓶盖，瓶盖可以换到的奖励都可以给你……不过要是你能找到我掉的多诺卡，我倒是可以个人付奖励给你。		
page1.10	H主角		多诺卡是什么？		
page1.11	H安卡希雅		是旧世用于一种特殊对战游戏的卡牌，因为每次抽卡前都要大喊“多诺”而得名。		
page1.12	H安卡希雅		顺便一提，我掉的卡片可是只要集齐五张就能直接赢得胜利的超稀有卡牌。		
page1.13	H主角		这么珍贵的东西也能弄丢的吗……话说你到底弄丢了多少东西？		
page1.14	H安卡希雅		你能记得你吃掉多少块面包吗？		
page1.15	H主角		？？？？		
page1.16	H安卡希雅		都怪公司太大了，能藏东西的地方太多了。		
page1.17	H主角		可东西是你自己弄丢的吧……		
page1.18	H安卡希雅		分析员也可以把这看做我给你的机会。		
page1.19	H主角		什么机会？		
page1.20	H安卡希雅		如果分析员找到我的卡片，说不定有机会对我这样做呢——		
page1.21	H安卡希雅		“安卡希雅，你也不想你珍贵的多诺卡被我弄坏吧？”		
page1.22	H安卡希雅		这样说完，然后胁迫我去做一些不情愿的事情。		
page1.23			虽然安卡希雅说这句话的语气没有多少起伏，但我总觉得她这句话很不对劲。		
page1.24			另外看她这态度，像是我不答应就要一直缠着我。		
page1.25	H主角		有空的时候，我帮你找就是了。		
page1.26	H安卡希雅		嗯。不过分析员这么主动，果然是心动了吧？你想要胁迫我这样可爱的美少女去做什么呢？		
page1.27	H主角		？？？		
page1.28	H主角		（真找到卡片，我就胁迫你几天不打游戏吧！）		
