字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H茉莉安		分析员。		
page1.2			突然找到我的茉莉安神情看上去有些困扰的样子。		
page1.3	H主角		怎么了吗？		
page1.4	H茉莉安		我……希望分析员能陪我去个地方。		
page1.5			她语气紧张不安，让我的心情跟着绷紧。		
page1.6	H主角		是有什么紧急情况吗？		
page1.7	H茉莉安		不，不是的。分析员你误会了……我是想请分析员陪我去下快餐店。		
page1.8	H主角		快……餐店？		
page1.9	H茉莉安		嗯……就像是克夫西那样的。		
page1.10	H茉莉安		我在餐厅看到后勤点了炸鸡薯条，她们看上去吃的很开心。		
page1.11	H茉莉安		从小到大，母亲……其他家人，从来不会让我接触那些食品。		
page1.12	H茉莉安		……大家都吃得很开心的食物，我其实一直想要尝试。		
page1.13	H茉莉安		但是……		
page1.14	H主角		走吧。		
page1.15	H茉莉安		咦？		
page1.16	H主角		现在就出发。正好快到午餐时间了吧，茉莉安可以先从儿童套餐开始体验。		
page1.17	H茉莉安		儿，儿童套餐？！……可是……我去买这个，会不会太失礼了？		
page1.18	H主角		就当是买给小时候茉莉安的。		
page1.19	H茉莉安		……嗯！		
